pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p200242	-0.05820	-0.06521	-0.10479	-0.08066	0.23783	0.50793	-0.03794	-0.24133	-0.00154	0.43965	-0.03491	-0.16137	-0.12513	0.58211	0.20040	0.11985	0.18278	0.24548	0.14391	-0.03829	0.36549	0.09174	0.11180	0.05739	-0.00804	-0.01525	0.03455	0.02691	0.22976	0.15939	-0.41585	-0.06331	-0.05909	-0.14621	0.14524	0.43343	-0.08534	-0.21458	-0.17897	-0.00516	0.08635	0.05032	-0.07527	-0.59363	0.03368	0.08090	0.19741	-0.22707	-0.08189	0.16646	-0.09088	-0.04742	-0.21351	-0.04525	0.03444	0.22174	-0.09062	-0.01847	0.23879	-0.04566	-0.35573	-0.03404	-0.19113	0.16192	(And (Location $e0 $x0) (Ongoing $e0))
p200256	-0.00963	-0.12213	0.11934	0.06401	-0.01558	0.00824	-0.06429	0.02553	0.08148	0.05749	-0.01737	0.02825	-0.00745	0.09333	0.00423	-0.18684	0.13901	-0.02907	0.05527	-0.10678	0.04139	0.52311	0.03847	-0.03371	0.01777	0.34428	-0.08367	0.01687	-0.13884	-0.24740	-0.25630	0.17025	-0.12864	-0.19663	-0.10298	0.04768	-0.03964	0.07573	0.00683	0.01537	0.02032	-0.14386	-0.02835	-0.09953	0.17804	-0.05641	0.11358	0.26193	-0.42455	0.25858	-0.04920	0.01472	-0.05028	-0.04204	-0.01224	0.01300	0.41269	0.05674	-0.06038	-0.07700	-0.00951	-0.12727	-0.01389	0.23241	(And (Agent $e0 $x0) (Theme $e0 $e1))
p200278	0.00088	-0.02891	-0.01334	0.12131	-0.05968	-0.05187	-0.01380	0.00396	-0.01932	0.00520	-0.02070	0.04730	-0.01813	-0.04466	0.02150	-0.08264	-0.04886	-0.05399	0.01104	0.02968	-0.14382	0.01903	-0.01019	-0.04378	0.00454	0.01730	-0.13149	0.01784	0.11281	0.00221	-0.00953	0.01773	-0.04142	-0.06924	0.09850	-0.04754	0.01512	0.19976	-0.06811	0.00194	-0.08049	-0.02980	-0.03893	0.06284	-0.13522	-0.07359	-0.04894	-0.04494	0.37808	0.10281	-0.00034	-0.02114	0.02457	-0.03248	-0.00979	-0.01155	-0.03497	0.01168	0.01170	-0.04835	-0.03876	0.04594	0.13937	0.80134	(And (Holder $e0 $x0) (Member $e0 have) (Theme $e0 $x1))
p200283	0.20935	0.01039	0.00382	0.04780	0.52539	0.00258	0.00727	-0.01371	0.00928	-0.02750	0.02724	0.66561	0.25491	-0.03234	-0.04499	0.00022	-0.09424	0.07147	0.00505	-0.01134	0.05528	-0.11905	-0.13220	-0.09883	0.00319	0.01396	-0.08206	-0.02216	0.26359	-0.13413	-0.02462	-0.01799	-0.03358	0.03531	0.01334	-0.00471	-0.28328	0.04684	0.04537	0.05528	0.07495	-0.10255	-0.08981	0.02870	0.06743	-0.06918	-0.01002	-0.09426	-0.08144	-0.09303	0.04183	0.01841	0.04855	0.08706	-0.02650	-0.09288	-0.01392	-0.02566	-0.07072	-0.04108	0.16522	0.07734	0.11416	0.01493	(And (Experiencer $e0 $x0) (Result $e1 $e0))
p200284	0.00088	-0.02891	-0.01334	0.12131	-0.05968	-0.05187	-0.01380	0.00396	-0.01932	0.00520	-0.02070	0.04730	-0.01813	-0.04466	0.02150	-0.08264	-0.04886	-0.05399	0.01103	0.02968	-0.14382	0.01903	-0.01019	-0.04379	0.00454	0.01730	-0.13149	0.01784	0.11281	0.00220	-0.00953	0.01772	-0.04142	-0.06924	0.09850	-0.04754	0.01512	0.19976	-0.06810	0.00194	-0.08049	-0.02980	-0.03893	0.06284	-0.13522	-0.07359	-0.04895	-0.04495	0.37808	0.10281	-0.00034	-0.02114	0.02457	-0.03248	-0.00979	-0.01155	-0.03497	0.01168	0.01170	-0.04835	-0.03876	0.04593	0.13936	0.80134	(And (Holder $e0 $x0) (Member $e0 have))
p200285	0.00088	-0.02891	-0.01334	0.12131	-0.05968	-0.05187	-0.01380	0.00396	-0.01932	0.00520	-0.02070	0.04730	-0.01813	-0.04466	0.02150	-0.08264	-0.04886	-0.05399	0.01104	0.02968	-0.14382	0.01903	-0.01019	-0.04379	0.00454	0.01730	-0.13149	0.01784	0.11281	0.00221	-0.00953	0.01773	-0.04142	-0.06924	0.09850	-0.04754	0.01512	0.19976	-0.06811	0.00194	-0.08049	-0.02980	-0.03893	0.06284	-0.13522	-0.07359	-0.04894	-0.04494	0.37808	0.10281	-0.00034	-0.02114	0.02457	-0.03248	-0.00979	-0.01155	-0.03497	0.01168	0.01170	-0.04835	-0.03876	0.04594	0.13937	0.80134	(And (Holder $e0 $x0) (Theme $e0 $x1))
p200286	-0.10437	-0.00240	-0.04809	0.06400	0.85740	-0.03927	-0.01682	-0.05511	-0.00006	-0.01719	0.01798	0.48865	-0.18893	-0.01789	0.04146	-0.13448	-0.14889	-0.17503	-0.08936	0.09376	-0.09104	-0.03109	-0.02433	0.01450	0.00613	0.00474	-0.00242	0.02145	-0.24024	-0.03620	-0.06732	0.04161	-0.07335	-0.01819	-0.04768	-0.02156	0.34532	-0.02856	-0.10643	-0.10372	-0.11452	0.20416	0.05218	-0.01525	-0.07290	-0.01871	0.01996	0.13152	-0.03022	0.00216	-0.04515	-0.03588	-0.03692	0.03285	0.01243	0.15031	0.00507	0.12717	0.06247	-0.13526	-0.02796	-0.17572	-0.08029	0.00905	(And (Past $e0) (Result $e0 $e1))
p200289	0.00088	-0.02891	-0.01334	0.12131	-0.05968	-0.05187	-0.01380	0.00396	-0.01932	0.00520	-0.02070	0.04730	-0.01813	-0.04466	0.02150	-0.08264	-0.04886	-0.05399	0.01103	0.02968	-0.14382	0.01903	-0.01019	-0.04379	0.00454	0.01730	-0.13149	0.01784	0.11281	0.00220	-0.00953	0.01772	-0.04142	-0.06924	0.09850	-0.04754	0.01512	0.19976	-0.06810	0.00194	-0.08049	-0.02980	-0.03893	0.06284	-0.13522	-0.07359	-0.04895	-0.04495	0.37808	0.10281	-0.00034	-0.02114	0.02457	-0.03248	-0.00979	-0.01155	-0.03497	0.01168	0.01170	-0.04835	-0.03876	0.04593	0.13937	0.80134	(Holder $e0 $x0)
p200322	0.02208	0.16866	-0.02784	0.19378	-0.03762	-0.11648	-0.02167	0.21063	0.02455	0.04484	0.11335	-0.00840	-0.22877	-0.07023	0.11937	-0.06810	-0.02448	-0.07957	0.01461	0.01132	0.20995	-0.03544	0.17732	-0.11885	0.00940	-0.02715	0.09438	-0.00854	0.05220	-0.09700	0.04526	0.37369	-0.19107	0.13845	-0.12999	0.01105	-0.03425	0.04974	0.17283	-0.02106	0.10749	0.29256	-0.00754	0.08381	-0.11497	-0.06914	-0.13558	-0.11789	0.15474	-0.09898	-0.05539	-0.13201	-0.08779	-0.03799	-0.00545	0.07845	0.28964	0.00717	0.31050	-0.13633	-0.03750	0.03726	-0.09086	-0.09078	(And (Ongoing $e0) (Theme $e1 $e0))
p200323	0.18912	0.00159	0.01477	0.05735	0.50424	-0.00183	0.00821	-0.00847	0.01247	-0.02924	0.02654	0.63637	0.25894	-0.02925	-0.04069	0.00127	-0.09728	0.08055	0.01403	-0.01960	0.05708	-0.10736	-0.13098	-0.10303	0.00185	0.01362	-0.09093	-0.02189	0.27515	-0.12544	-0.01506	-0.02829	-0.02666	0.02847	0.02710	-0.00361	-0.31153	0.04923	0.04539	0.05453	0.08845	-0.10558	-0.08325	0.02498	0.07014	-0.07234	-0.00803	-0.08460	-0.07538	-0.08557	0.05276	0.01852	0.06848	0.08418	-0.02760	-0.09500	-0.01701	-0.01738	-0.07402	-0.03717	0.15784	0.09447	0.11321	0.00941	(And (Patient $e0 $x0) (Result $e0 $e1))
p200325	-0.02864	0.01004	-0.04953	0.13537	0.04799	-0.05690	0.13342	0.11224	-0.05371	0.04085	-0.05702	0.05421	0.02365	0.12217	0.01669	-0.10623	-0.16706	-0.00260	0.74272	0.07571	-0.14704	0.02055	0.06615	0.01601	-0.01304	0.00022	0.12320	0.02489	0.00328	0.01303	0.03112	0.04106	-0.02369	0.00224	-0.10563	-0.10612	0.21252	0.01075	0.02368	0.01763	-0.03062	0.09817	1.04719	-0.11552	0.04295	-0.11489	-0.09306	0.05234	0.13291	-0.03734	0.01037	-0.02297	0.15120	-0.55442	0.00858	-0.01812	-0.00915	0.00813	-0.14933	-0.04842	-0.15343	0.03437	0.01396	-0.07333	(Member $e0 make)
p200343	-0.00785	-0.36254	0.00363	0.01804	-0.03644	-0.02533	0.00033	-0.14432	0.02124	-0.00896	0.22271	0.03174	0.01746	-0.03703	-0.04534	-0.07634	0.14861	-0.11021	0.05160	0.15944	0.04972	0.46970	0.03521	0.00569	-0.01361	0.19704	-0.03954	-0.07800	-0.02318	-0.11486	0.02445	0.14188	-0.11961	-0.15153	-0.02225	0.10505	0.02202	0.03335	-0.01277	-0.03838	0.06065	-0.13242	-0.03604	0.05022	0.14093	-0.02544	-0.01547	0.25823	-0.31616	0.19248	-0.02409	0.49205	-0.01015	-0.01014	-0.00376	-0.23596	0.20017	0.02273	-0.07810	-0.03281	-0.03119	-0.00523	0.03488	0.14510	(And (Agent $e0 $x0) (Theme $e1 $e0))
p200359	-0.05817	0.00439	-0.00781	-0.02614	-0.00136	-0.01381	0.02740	0.00824	-0.01546	-0.02810	0.02222	0.01312	0.06347	-0.02634	-0.02305	-0.01373	-0.06789	0.01804	-0.02049	-0.00633	0.03302	-0.02953	0.02188	0.08517	0.00028	0.00738	-0.01755	-0.02651	-0.02676	-0.02522	0.03908	-0.03046	-0.00624	-0.00937	-0.01186	-0.00483	0.05374	-0.02403	-0.05018	-0.02224	-0.01975	-0.02162	-0.00289	0.04428	-0.04195	-0.01500	-0.01472	-0.00796	-0.02668	0.02131	0.03017	0.03158	0.04279	0.00249	1.14785	-0.01321	0.00502	0.00404	0.02460	0.02370	-0.03192	0.03603	0.01818	0.03248	(And (Past $e0) (Source $e0 $x0))
p200361	0.02803	0.16485	0.52264	0.01566	0.06954	-0.24970	0.03656	-0.46867	0.03629	0.01072	0.03109	-0.23454	0.94907	-0.22071	-0.05470	-0.21250	-0.24913	-0.09562	-0.03357	-0.11130	-0.21408	-0.07099	1.16860	-0.34146	-0.03297	0.07121	-0.08389	-0.04126	-0.15064	-0.03665	-0.07167	-0.01266	0.02240	0.05160	-0.01030	0.22059	0.00187	0.26393	0.00684	0.02700	-0.09419	0.33720	0.12520	0.20011	-0.40474	-0.03285	-0.03018	-0.13788	-0.20587	-0.24867	0.04025	-0.12653	0.10262	-0.00211	-0.04842	0.65020	0.14931	-0.02617	-0.36259	0.01971	-0.06791	0.02432	-0.17065	0.06581	(Can $e0)
p200362	-0.01628	-0.03404	0.04770	0.55272	-0.02388	-0.03705	0.00176	0.15811	-0.02966	0.01856	0.04453	-0.02825	-0.21693	-0.03649	0.02832	-0.04638	-0.04307	-0.02414	0.00368	-0.04660	0.55944	-0.11873	0.15783	-0.04207	-0.00719	-0.04745	-0.07354	-0.00160	-0.21837	-0.15894	0.18656	0.02181	-0.00438	0.10876	0.05668	-0.01437	-0.07960	-0.06270	0.07077	0.00201	-0.18152	0.05724	-0.03159	-0.00039	0.01787	-0.30578	-0.01758	0.01687	0.08502	-0.08730	0.02923	0.00358	0.06805	-0.02732	-0.01584	-0.01756	0.12143	-0.00984	0.13610	-0.08930	-0.00079	0.06400	0.10311	-0.06874	(Member $e0 start)
p200378	0.04966	0.02631	0.43710	0.01301	-0.10217	0.25923	-0.01917	-0.07285	-0.00926	0.01273	0.02964	0.05497	-0.08921	-0.09543	0.01746	-0.13705	-0.22576	-0.19326	-0.11877	0.07911	-0.07283	0.12901	0.09061	0.02874	0.03658	-0.02962	-0.25285	0.05176	-0.40498	-0.03839	-0.15259	0.42651	-0.26383	-0.05250	0.14862	-0.08786	-0.00857	0.02048	-0.08346	-0.05690	-0.25609	0.47744	0.07403	0.06460	0.45507	-0.06432	-0.21837	-0.19777	0.05494	-0.01156	0.20424	-0.10107	0.06239	0.04588	0.00069	0.13300	-0.12601	0.05168	-0.06046	0.45621	-0.02545	0.23269	0.34403	-0.09348	(Stimulus $e0 $x0)
p200379	-0.00779	-0.02600	-0.04724	0.18710	0.10866	0.10246	-0.06150	-0.04402	-0.05299	0.03903	0.02685	-0.14913	0.04915	-0.05361	0.02275	0.06538	0.28003	-0.13957	-0.03435	0.10145	-0.23074	0.01498	-0.03834	0.02729	-0.00393	-0.02895	0.71087	0.02649	0.00894	-0.11968	0.07678	0.04592	-0.05083	-0.03136	-0.39910	-0.00505	0.01444	-0.04527	-0.06199	0.01417	0.01052	-0.01354	0.07452	0.02081	0.01808	-0.11688	0.00095	-0.04238	0.11951	0.03346	1.23807	-0.03167	-0.16608	-0.00470	-0.05192	-0.12679	-0.00848	-0.01016	0.02141	-0.10095	-0.07010	0.01858	0.06966	-0.12980	(To $e0 $e1)
p200390	0.03836	0.12095	-0.04258	0.15600	-0.16038	-0.12599	0.00952	0.10209	0.01066	0.02080	0.11305	0.13912	-0.11554	-0.05606	0.05673	-0.02806	0.00576	0.01441	0.01653	-0.04313	0.15433	-0.12682	0.11578	-0.09639	0.00792	-0.05337	0.06275	-0.00099	0.10548	0.02012	0.10807	0.44446	-0.20971	0.10088	-0.05353	-0.08947	-0.02498	0.05068	0.27795	-0.02566	0.17367	0.26888	0.00831	0.03251	-0.20208	-0.03920	-0.18073	-0.13162	0.23943	-0.04753	-0.01579	-0.07242	-0.15635	-0.02522	-0.00284	0.09948	0.16404	0.01263	0.18662	-0.08149	-0.08472	0.06662	-0.16783	-0.11964	(And (Ongoing $e0) (Past $e1) (Theme $e1 $e0))
p200407	-0.02486	-0.08210	-0.05400	0.17551	0.09589	0.10065	-0.05328	-0.06111	-0.04277	-0.01778	0.06210	-0.10386	-0.09030	0.03276	-0.06313	0.12026	0.18977	-0.02522	-0.14089	0.00765	-0.10639	-0.07450	-0.01414	0.04040	-0.06683	0.05084	0.14402	-0.04720	0.00841	-0.09053	-0.00413	-0.00070	-0.04269	0.15155	-0.14780	0.01127	0.07828	-0.08011	-0.01395	0.00947	0.09894	-0.03377	0.14466	-0.07790	0.15596	-0.04560	0.07642	-0.01702	0.05651	-0.12161	0.27841	0.00902	-0.07401	0.01661	-0.00530	-0.11000	0.01987	0.04765	0.01182	-0.00588	0.08297	-0.06067	-0.00730	-0.09380	(Member $e0 use)
p200408	-0.00926	0.03036	0.40896	0.06433	0.13109	-0.22205	0.02027	0.02023	-0.08985	0.19516	-0.01723	-0.17949	0.10028	0.03899	0.02998	-0.06096	0.36931	-0.13765	0.15827	-0.12409	-0.02438	0.06527	-0.11166	-0.17121	-0.01441	-0.04364	0.25654	0.02603	0.18272	0.07734	-0.02906	-0.07029	0.04522	-0.08502	-0.20072	-0.06135	-0.03878	0.16984	-0.08816	0.00763	-0.14953	-0.19381	0.00846	-0.03110	-0.14126	0.03217	-0.05843	-0.00738	0.07621	0.08063	0.01795	-0.09160	-0.22436	-0.06038	-0.03792	-0.09858	0.09447	-0.01482	0.12914	-0.13478	-0.11631	0.28602	0.45512	-0.08294	(Member $x0 house)
p200423	-0.04221	-0.34342	0.07966	-0.03337	-0.09812	-0.04128	0.01226	-0.11482	-0.03401	-0.02341	0.22031	0.13160	0.04603	-0.03303	-0.05741	-0.10598	0.15193	-0.06403	0.07164	0.03214	0.07590	0.27605	0.01009	-0.01748	-0.01349	0.12559	-0.02117	-0.01943	-0.04829	-0.12088	0.04174	0.17851	-0.13104	-0.14147	-0.03282	0.11713	0.04257	0.03080	-0.01476	-0.03608	0.09598	-0.12130	-0.03642	0.03697	0.09287	0.02751	-0.01170	0.28703	-0.23650	0.18740	-0.01656	0.42071	-0.07967	-0.00168	0.00383	-0.21254	0.22903	-0.00231	-0.05722	-0.05196	0.03778	-0.02830	-0.01337	0.10071	(And (Agent $e0 $x0) (Past $e1) (Theme $e1 $e0))
p200436	-0.00755	-0.25346	0.11205	0.04138	-0.13444	-0.03390	-0.06436	-0.00377	-0.01260	0.00616	-0.00714	0.18116	0.06041	0.01764	-0.02687	-0.10755	0.21363	0.00236	0.06256	-0.08375	0.05246	0.23175	0.03238	-0.02845	-0.00928	0.15834	-0.06019	0.11651	-0.08994	-0.13542	-0.13894	0.22257	-0.12453	-0.16339	-0.04715	0.02676	-0.01416	0.08212	0.04586	0.03306	0.05636	-0.08730	-0.00629	-0.03889	0.09800	-0.02543	0.08987	0.28083	-0.27528	0.22018	-0.01119	0.14768	-0.17404	-0.01080	0.00275	-0.01325	0.29987	-0.00951	-0.06721	-0.05187	0.04398	-0.10408	-0.07765	0.13017	(And (Agent $e0 $x0) (Past $e0) (Theme $e0 $e1))
p200442	0.01730	-0.08465	-0.00440	-0.04369	-0.08139	-0.08947	-0.01018	-0.07194	-0.01462	-0.01467	-0.00409	0.17427	-0.03290	0.36430	-0.05185	-0.10204	0.42748	-0.09116	-0.01266	0.03351	-0.09130	-0.09069	-0.00023	0.02099	0.00832	0.01341	-0.00514	0.10658	-0.13559	0.06880	0.18089	-0.00665	-0.10645	-0.00952	-0.05501	0.02765	0.00717	-0.04103	0.18241	0.03272	-0.15197	0.08304	-0.00822	0.32523	-0.01963	-0.02335	0.12345	-0.08592	0.11082	0.03620	-0.05094	-0.02357	0.20184	0.01386	-0.03350	-0.07833	-0.08306	-0.02754	-0.03510	0.10183	-0.06937	-0.11031	-0.04296	-0.06755	(And (Agent $e0 $x0) (Goal $e0 $x1))
p200449	-0.00340	0.04613	0.04172	0.07747	-0.15247	-0.04371	-0.01640	-0.02293	0.01589	0.00684	-0.12354	0.08352	-0.03484	0.01131	-0.01681	-0.09124	-0.21376	0.14077	-0.09842	0.42884	-0.17297	-0.03605	-0.11058	0.06620	-0.01212	0.05892	-0.05459	-0.05908	0.12107	0.14586	0.15591	-0.12426	0.11251	-0.19153	0.22678	-0.12467	0.12235	-0.07590	-0.01121	-0.00851	0.00253	-0.08205	0.04609	-0.07917	-0.11852	-0.15663	-0.04399	-0.21059	-0.09338	0.32490	0.23451	0.02679	0.23567	0.05701	-0.02966	-0.27094	0.29975	-0.03414	0.50163	0.12671	-0.26042	0.03225	-0.10050	0.02625	(SubsetOf $x0 $x1)
p200469	0.22973	-0.04111	0.15501	-0.15543	0.24307	-0.03517	-0.00747	-0.09404	0.01271	-0.08312	0.13430	-0.32934	-0.28251	0.26675	0.16386	-0.18859	0.09397	0.15126	0.09693	-0.16158	-0.02398	-0.01619	0.24444	0.07221	-0.00596	-0.03393	-0.25211	0.05291	-0.24406	0.35632	-0.02233	-0.02205	0.03488	-0.05856	0.26879	0.06278	-0.27611	-0.09875	0.07145	-0.04619	0.08841	-0.08232	0.00631	-0.28882	0.08883	0.18738	-0.03581	0.35648	0.12806	0.05716	0.23124	-0.02408	-0.07447	-0.05219	0.02481	0.23104	-0.14100	0.04185	0.20776	-0.02054	-0.04010	0.04469	-0.19552	0.03914	(And (Experiencer $e0 $x0) (Ongoing $e0))
p200470	0.07027	-0.01410	0.01991	0.02120	-0.10233	-0.01343	0.12183	0.03764	-0.05787	0.01396	-0.05607	0.02545	0.11119	0.02982	-0.01848	-0.02562	-0.04381	0.06169	0.77528	0.01587	-0.02354	0.01361	0.02500	-0.01812	0.00205	-0.00247	0.05774	0.00353	0.02292	-0.03525	0.01423	-0.04243	0.04560	-0.00779	-0.08077	-0.01336	-0.19253	-0.00054	0.01609	0.03486	-0.05664	-0.04045	0.74992	-0.02703	-0.00284	-0.08961	-0.04423	0.00824	0.04099	-0.02915	-0.01741	0.01646	0.04617	-0.46615	-0.00897	-0.03747	0.01179	-0.00253	-0.10687	0.00900	0.00679	0.03074	0.15034	-0.01460	(And (Member $e0 make) (Patient $e0 $x0))
p200472	0.02362	0.01953	0.01741	0.11233	0.13482	0.02831	-0.01487	-0.02848	0.04936	0.03460	-0.02992	-0.06829	0.06273	0.02040	-0.00303	0.00062	0.13881	0.12945	0.11510	-0.17113	-0.01600	0.08689	-0.08410	-0.13798	0.02013	-0.01929	0.00462	-0.02840	0.01021	-0.02286	0.02389	-0.07762	0.11049	0.06251	0.08796	0.01123	-0.08487	-0.08901	-0.03975	0.04276	-0.03251	0.03892	0.00729	0.06893	0.08161	-0.07537	-0.14751	0.02617	0.21503	0.02394	-0.09158	0.03878	-0.18504	-0.10358	0.19255	-0.03991	-0.02823	-0.08133	-0.02076	-0.10511	-0.10017	0.12844	-0.06217	-0.12552	(Member $x0 room)
p200493	0.02641	0.38182	-0.15208	0.32760	0.03040	-0.13174	-0.03471	-0.01504	-0.06062	-0.18126	0.41874	-0.13689	0.02874	-0.12068	-0.04355	-0.11779	0.01314	-0.01959	-0.01854	0.00920	-0.14463	-0.14133	0.01154	0.41286	-0.00576	-0.05486	0.03719	0.00307	0.39499	-0.03942	-0.05243	-0.13801	0.26546	-0.12408	-0.11780	-0.05734	-0.04518	0.08932	-0.05313	-0.01491	-0.13191	0.47613	0.00036	0.07062	-0.03281	-0.21719	0.03412	0.41340	-0.17313	0.18734	-0.05402	-0.21724	-0.07027	0.04905	0.01022	-0.23619	-0.13310	-0.03341	-0.17309	0.28100	0.38120	-0.15846	-0.15175	0.00912	(And (Agent $e0 $x0) (Location $e0 $x1) (Past $e0))
p200498	-0.02237	-0.12641	-0.02941	-0.20676	-0.08441	0.19947	0.10603	0.00020	-0.02448	0.51444	0.16174	0.04783	0.01119	-0.16259	-0.02437	0.00282	-0.24093	0.00668	-0.23487	0.06655	-0.06623	-0.22241	-0.06906	-0.03900	0.00379	0.00195	0.10300	0.05250	-0.13757	0.14477	-0.13344	0.20496	-0.26030	0.05729	-0.10778	-0.10585	0.18873	-0.02304	0.10368	0.07193	0.08707	-0.12871	0.06344	0.29406	0.15791	0.10705	0.14191	0.11511	-0.02680	-0.05080	-0.04264	0.09182	0.19096	0.01740	0.00934	0.22463	-0.02849	0.20238	-0.16967	-0.14072	0.11436	-0.19374	-0.10044	0.05014	(And (Location $e0 $x0) (Patient $e0 $x1))
p200499	0.00197	-0.03504	0.02403	0.48324	-0.09195	-0.03306	0.01948	0.08572	-0.01488	0.02717	0.07839	0.06345	-0.10779	0.00045	-0.01197	-0.01608	-0.02165	0.04665	0.00687	-0.09922	0.46748	-0.15175	0.09850	-0.00102	-0.00631	-0.02500	-0.07333	-0.02150	-0.13039	-0.06506	0.20609	0.09558	-0.03683	0.04568	0.08503	-0.05888	-0.07130	-0.05476	0.11465	-0.04159	-0.11552	0.01458	-0.01798	-0.05615	-0.07191	-0.26128	-0.06547	-0.02448	0.13434	0.01092	0.04559	0.01267	0.01889	-0.01644	-0.01378	0.03347	0.06945	0.05251	0.00192	-0.07187	-0.08270	0.07479	0.01703	-0.07763	(And (Member $e0 start) (Past $e0))
p200500	-0.00032	0.11041	0.12610	-0.09073	-0.20693	-0.16283	0.29673	0.17864	-0.13264	-0.08071	0.04759	0.24653	0.35522	-0.22650	0.33795	-0.08093	0.33900	-0.05569	-0.04156	-0.02978	0.02404	-0.01685	-0.19515	-0.05964	-0.00652	-0.11506	-0.04886	-0.00301	-0.08844	-0.03409	0.02894	-0.23543	0.33363	-0.09760	0.13401	-0.15450	-0.09044	0.00387	0.01170	0.00066	-0.04233	0.09331	0.01883	0.23141	0.31331	-0.00621	-0.13202	0.04528	-0.19878	0.00598	0.06465	0.00755	-0.22906	0.06748	-0.03749	-0.12902	0.02396	-0.00488	-0.19261	-0.06000	-0.21965	0.12274	-0.14160	0.03603	(And (Ongoing $e0) (Theme $e0 $x0))
p200501	0.02628	-0.05934	-0.03110	-0.00667	-0.06324	0.10236	-0.01794	0.31237	0.01305	0.01038	0.03077	0.13227	-0.23700	-0.16319	0.05727	-0.04187	0.05145	-0.08113	-0.05374	0.07345	0.04864	0.24119	0.35345	0.04716	-0.00835	0.04605	0.05613	0.04580	0.01920	-0.07180	-0.28922	-0.13540	0.10193	-0.03872	-0.12880	-0.11856	-0.03841	0.03975	-0.04297	0.17996	-0.05939	-0.08897	0.01290	0.32531	0.16693	0.02505	0.07080	0.05688	-0.08479	0.19570	-0.06933	-0.04595	-0.02267	-0.03240	-0.01340	-0.01576	-0.02548	-0.06656	0.20527	0.03659	-0.21547	-0.05239	-0.07742	0.03724	(And (Patient $e0 $x0) (Theme $e1 $e0))
p200505	-0.02372	0.06027	0.01790	0.09298	0.07981	-0.00037	-0.09215	-0.11685	0.16129	0.01753	0.02730	-0.06689	-0.06875	-0.12080	-0.00408	-0.04644	-0.17818	-0.15293	0.90174	0.11477	-0.12187	-0.06311	0.00750	-0.01193	-0.01235	0.02398	-0.05276	0.04404	-0.06922	0.02696	0.00128	0.06033	-0.09034	-0.04826	0.04206	-0.01229	0.13448	0.01072	-0.01604	0.06608	-0.07906	0.10026	-0.63779	0.16757	-0.05181	-0.03775	0.05772	0.02399	-0.01931	0.03034	0.01419	-0.09371	0.14605	1.08995	-0.00440	0.03405	-0.01608	-0.00610	0.02200	-0.00310	-0.26888	-0.09066	-0.11547	-0.04547	(Instrument $e0 $x0)
p200506	0.01590	0.37168	-0.24220	0.33833	0.07103	-0.10911	0.01741	-0.05365	-0.02255	0.01353	-0.08110	-0.08844	0.03765	0.09497	-0.03460	0.70405	-0.00981	-0.30116	-0.06478	0.72735	-0.02914	0.15636	-0.13338	-0.14522	0.00812	0.00421	-0.08247	-0.05985	-0.09418	0.02139	-0.33320	0.05694	-0.12095	0.00192	0.02188	-0.02776	-0.11944	0.13675	-0.01176	0.00604	0.21412	-0.20698	-0.00116	0.03846	0.13769	-0.24678	-0.20367	0.33610	-0.08668	-0.06071	0.04856	-0.26389	-0.03080	0.06588	0.00224	0.36136	0.12030	0.01390	0.00475	-0.06200	0.09842	0.41098	-0.05971	0.01839	(Member $e0 go)
p200507	0.03045	-0.00895	-0.06763	0.10677	-0.00632	-0.07791	0.03233	-0.04914	-0.02053	-0.00729	-0.01505	-0.12121	-0.03109	-0.04653	-0.03229	-0.04241	-0.19471	-0.10176	-0.00457	0.02014	0.15872	0.01148	-0.09348	-0.17931	-0.02296	-0.01674	-0.06514	-0.00833	-0.26600	-0.13473	0.13568	-0.32598	0.34073	-0.25343	0.03819	0.04021	0.00092	-0.00678	-0.14409	-0.04012	0.79292	0.34464	0.00359	0.04168	-0.11502	-0.07594	0.36628	-0.00534	0.06945	0.41255	0.02497	0.01997	0.14270	-0.05143	0.00262	0.21518	-0.01345	-0.00092	-0.00664	-0.06534	-0.12269	-0.29157	0.49691	-0.09059	(Member $x0 door)
p200508	0.03702	-0.15885	0.49402	-0.14550	0.42471	0.05653	0.01273	0.53490	-0.02141	-0.02478	0.03961	-0.41802	0.04484	0.03041	-0.02162	0.54417	-0.13068	-0.06528	-0.00840	-0.20547	-0.02608	-0.17900	-0.23140	-0.21829	0.00184	-0.00503	0.38600	-0.01691	-0.16052	0.01132	0.13908	-0.14228	0.13402	-0.15519	-0.22596	-0.22745	-0.13246	-0.16445	0.56997	0.00025	-0.03523	0.33684	0.01043	-0.07596	-0.10914	0.12709	-0.05925	0.03131	-0.36015	0.15244	-0.15915	0.24632	0.27035	-0.00006	0.03229	-0.07136	-0.14297	-0.06575	0.04008	0.19348	-0.23463	-0.03831	-0.33750	0.40422	(Recipient $e0 $x0)
