pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p201738	-0.00540	-0.09406	-0.05244	0.03509	-0.09907	-0.03383	0.01466	0.00296	0.00558	0.04271	-0.01635	0.02139	-0.01581	0.00301	-0.02689	0.01608	-0.06876	0.05769	-0.05348	-0.04899	0.07418	-0.00477	-0.01469	0.01727	-0.00272	0.02375	-0.05405	-0.01268	-0.07315	0.05019	0.07332	-0.04059	-0.07468	0.02813	0.06096	-0.01224	0.04561	0.01848	0.03873	0.03360	0.01228	0.10442	0.01609	-0.00181	0.05042	-0.01822	0.00115	0.10822	0.02263	-0.04469	0.05216	0.03859	0.09191	-0.00898	-0.01378	-0.02830	-0.04899	0.06297	-0.03937	-0.06587	-0.01199	0.04827	-0.06397	-0.01459	(And (Already $e0) (Patient $e0 $x0))
p201739	0.00549	-0.04078	0.10159	-0.03255	-0.08340	-0.00779	0.03180	-0.01003	-0.03175	0.01538	0.00050	0.01929	0.08778	-0.02470	-0.00906	-0.08265	-0.05143	0.16503	0.01187	0.17832	-0.05130	-0.06658	-0.05101	0.05820	-0.00152	0.02168	-0.04944	-0.00741	0.00837	-0.00059	0.05257	-0.04579	-0.01733	-0.08364	-0.00231	-0.04364	-0.01250	-0.01684	0.06283	-0.00645	-0.02263	-0.01162	0.10698	0.02374	-0.00959	-0.01394	-0.00459	0.00002	-0.08382	0.07675	0.02186	-0.03308	0.01785	-0.05865	0.02121	-0.08826	0.04295	0.08565	0.16059	-0.01728	-0.04801	-0.00259	0.00058	0.03049	(And (Cardinality $x0 <num>) (Patient $e0 $x0))
p201741	0.14706	-0.10662	0.02673	-0.05647	0.01385	-0.00808	0.02961	0.01094	-0.02905	0.01934	-0.03443	-0.08133	-0.07893	0.06299	0.05546	-0.08091	-0.08756	0.13250	-0.03866	-0.12600	-0.04620	-0.02710	0.05991	-0.03649	0.00487	-0.00892	-0.13024	0.01720	-0.08958	0.14421	0.06213	0.02368	-0.03069	0.01671	0.11248	-0.02200	-0.10991	-0.05932	-0.03038	-0.01456	-0.02932	0.00377	0.02154	-0.08562	-0.07137	0.01551	0.08391	0.50890	0.18243	-0.00763	0.10345	0.11661	0.07180	0.03052	-0.01925	0.03331	-0.05362	-0.01986	0.10701	0.02275	-0.15926	-0.06802	-0.07305	-0.09219	(And (Experiencer $e0 $x0) (Member $e0 sleep))
p201742	0.11433	0.02277	0.08147	0.11124	-0.02659	0.02306	-0.03108	0.02136	0.01081	0.04448	-0.03010	-0.02432	-0.04788	0.03069	0.02592	0.03435	0.07611	-0.00728	0.01327	-0.04644	-0.05366	0.02780	0.00358	-0.09380	-0.00196	0.00967	-0.02986	0.01351	0.00670	0.00338	-0.03080	-0.01750	0.02514	-0.01752	0.04241	-0.01002	-0.07213	0.01946	-0.01532	-0.00412	0.01655	-0.01720	0.00614	-0.03758	0.01704	-0.01702	-0.05690	-0.01831	0.06574	0.00896	-0.02084	-0.05510	-0.05729	-0.01356	0.21015	0.04426	-0.01957	0.01281	-0.02619	-0.02067	-0.01565	-0.01980	-0.00698	-0.05803	(And (Experiencer $e0 $x0) (Source $e0 $x1))
p201743	-0.01255	-0.00844	-0.09271	-0.06182	0.13005	-0.09948	0.02655	0.04223	0.01936	-0.02858	-0.00210	-0.13228	-0.10809	0.00487	-0.00330	0.01180	0.00244	-0.05639	-0.06531	0.04761	-0.07062	0.00448	-0.01573	0.11624	-0.00272	-0.01391	0.19457	-0.06183	0.10855	-0.04868	0.04222	-0.07025	0.01558	-0.05168	0.30323	-0.14858	-0.01272	0.03078	-0.06381	0.08314	-0.01735	-0.09773	0.02988	-0.01784	0.00536	0.06300	0.04826	-0.06706	0.11025	0.10597	-0.11938	-0.04811	0.12695	-0.00673	-0.02592	-0.05663	0.40030	0.00391	0.00120	0.31684	-0.15991	0.02616	-0.03938	-0.06054	(And (GroupOf $x0 person) (Patient $e0 $x0))
p201744	-0.00669	-0.01488	-0.03414	-0.03211	0.05046	0.07136	-0.03583	-0.12011	-0.03653	0.01143	0.03291	-0.06862	0.08717	-0.00894	-0.03597	0.06946	0.05699	0.04311	-0.05009	-0.04333	0.09689	-0.06885	-0.00600	-0.11184	0.02235	-0.00904	0.03376	-0.00931	-0.08176	-0.12092	-0.07508	-0.06560	0.05498	0.03273	-0.05741	0.12621	-0.00135	-0.08513	-0.01254	-0.00754	-0.02188	0.08921	0.07526	-0.00894	0.21988	-0.02281	0.10144	0.09290	0.05000	-0.08074	-0.06217	0.01370	-0.03160	0.07249	0.00570	-0.04595	0.11418	-0.00589	0.04861	-0.06790	0.10006	-0.08124	-0.03053	-0.07957	(And (GroupOf $x0 thing) (Theme $e0 $x0))
p201745	-0.01111	-0.02276	0.01483	0.07306	0.04236	0.09976	0.00093	-0.08220	0.15503	-0.00862	0.08577	-0.04502	0.18352	-0.08083	-0.01461	-0.01742	0.06374	0.04651	0.07300	0.00204	-0.02264	-0.08128	-0.04814	-0.06390	0.00886	0.00509	0.13842	-0.06121	-0.09114	-0.06299	-0.05727	-0.07930	0.07588	0.05440	-0.10115	0.12757	0.03242	-0.20378	-0.03906	-0.00191	0.02671	0.10285	-0.13257	0.09735	0.31708	-0.01201	0.02517	0.14363	0.29774	-0.12056	-0.07067	0.04870	-0.00155	-0.08707	0.00794	-0.11515	0.06753	0.01001	-0.08002	-0.10106	0.01613	-0.04802	-0.09521	0.01768	(And (Holder $e0 $x0) (Past $e0))
p201746	0.01297	0.02180	-0.02899	-0.00346	-0.00143	0.02432	-0.00914	-0.03359	-0.01660	-0.00206	-0.03543	-0.02064	-0.00418	-0.01811	-0.01025	-0.01210	0.01311	0.02956	-0.00763	-0.00807	0.04532	0.03230	0.01303	0.00771	-0.00245	-0.00923	0.06287	0.02295	-0.01452	-0.03144	0.00291	0.00834	-0.02694	0.00044	0.03352	0.02703	0.05869	-0.01970	0.00970	0.00074	-0.01147	0.02138	-0.00897	0.02547	-0.01478	-0.00970	-0.03800	-0.02338	-0.02706	-0.01473	-0.03895	-0.00020	-0.03807	-0.00332	-0.00300	-0.00913	-0.02146	0.01160	-0.02417	-0.05856	0.03421	0.00190	0.02853	0.01726	(And (In $e0 $x0) (Past $e0))
p201747	-0.00913	0.07638	-0.05574	-0.05503	0.11926	0.36929	0.01390	-0.12657	0.03160	-0.02144	0.06394	-0.08879	-0.06898	-0.04701	-0.00882	0.02072	0.04306	-0.00277	0.02433	0.02210	0.01213	-0.07829	0.05333	-0.02523	0.00065	0.00461	0.01926	-0.03982	-0.07717	-0.02634	0.27965	-0.03273	0.00534	0.00298	-0.06321	0.09026	-0.01571	0.71990	0.02645	-0.00625	0.06070	-0.04418	-0.02155	0.03841	0.02591	0.04753	0.00329	0.09787	-0.05434	-0.03187	-0.03954	-0.06189	0.02593	-0.05245	0.01053	-0.16899	-0.02255	0.03215	0.05767	0.00291	-0.05818	-0.01785	-0.04330	-0.07882	(And (Member $e0 capture) (Theme $e0 $x0))
p201748	-0.00701	-0.01501	0.04500	-0.06961	-0.03949	-0.00896	-0.00355	-0.06165	-0.02686	-0.03049	-0.00128	0.05417	-0.06397	-0.00243	0.01952	0.03110	-0.01345	0.00674	-0.04160	-0.03924	0.00238	-0.01168	0.03365	0.03999	-0.00594	-0.03590	-0.01109	0.00359	-0.00923	0.03787	0.10120	0.04249	-0.02526	-0.05638	-0.00161	0.03394	-0.02185	-0.03236	-0.02265	0.06514	-0.03920	0.02067	-0.01432	-0.04701	-0.05471	0.05797	-0.00492	0.08191	0.07072	0.08183	0.02249	0.00778	-0.01741	-0.00023	-0.01405	0.01026	-0.04222	-0.04071	-0.00062	-0.02864	0.02900	0.01622	-0.07320	-0.02387	(And (Member $e0 change) (Patient $e0 $x0))
p201749	0.00698	-0.17777	0.06451	-0.00055	-0.09497	-0.16153	-0.06355	0.21207	0.06347	0.01373	-0.15599	0.09463	-0.10637	0.30187	0.03413	-0.13654	-0.17769	0.01425	-0.00759	-0.01828	0.12083	0.30088	-0.09864	0.36604	-0.00421	0.01088	0.31191	-0.00673	-0.12729	-0.01081	-0.12807	-0.08517	0.23472	0.14914	-0.15946	-0.18320	-0.01656	0.35243	-0.06774	-0.00202	-0.09888	0.07885	-0.09800	-0.20012	-0.08575	-0.04435	-0.09846	-0.07882	0.23377	-0.13267	-0.02504	0.26585	-0.00181	0.07438	0.00507	0.39465	-0.02232	-0.00684	-0.13286	-0.00521	0.19469	0.00918	-0.01773	-0.14617	(And (Member $e0 contain) (Theme $e0 $x0))
p201750	-0.01055	-0.00981	-0.13442	0.02258	0.01139	0.07964	0.00340	0.18146	-0.00768	0.00416	-0.04148	0.02102	0.14589	0.18692	0.03628	-0.05348	-0.04820	0.18904	-0.08348	-0.04067	-0.09788	-0.00348	0.17563	-0.06093	0.00875	-0.01099	0.05846	0.00634	0.13717	-0.06844	0.16680	0.06687	-0.05581	-0.06548	-0.08162	-0.08392	0.03280	-0.08349	0.00755	0.00904	0.13098	-0.12111	-0.04281	-0.16674	0.10937	-0.03782	-0.13597	0.08106	-0.03580	0.08327	-0.04209	0.00510	0.11655	0.18181	-0.00129	-0.17015	0.00846	-0.00618	-0.14458	-0.03844	0.07424	0.17272	0.15619	0.02341	(And (Member $e0 get) (Ongoing $e0))
p201751	0.01318	-0.02213	-0.13667	0.00517	-0.03804	0.08646	0.00521	0.17084	-0.01041	-0.00251	-0.03912	0.01853	0.15002	0.17662	0.02095	-0.02800	-0.03148	0.20681	-0.06052	-0.04944	-0.07793	-0.01091	0.16085	-0.06162	0.00913	-0.00461	0.05284	-0.00165	0.14950	-0.06388	0.16541	0.05382	-0.05875	-0.05978	-0.08291	-0.08300	-0.04447	-0.08565	0.02159	0.01735	0.12385	-0.12170	-0.03376	-0.15681	0.10949	-0.01850	-0.12186	0.06731	-0.03839	0.07421	-0.03867	-0.00618	0.09487	0.15453	-0.00769	-0.16620	0.01305	0.01277	-0.14708	-0.03314	0.11146	0.17068	0.17446	0.02678	(And (Member $e0 get) (Patient $e0 $x0))
p201752	-0.01667	0.00326	-0.13839	0.03532	0.01444	0.06994	0.00444	0.19843	-0.00231	0.01518	-0.03656	0.04801	0.16763	0.18310	0.01596	-0.03926	-0.03538	0.18868	-0.08321	-0.03719	-0.09156	-0.00678	0.17816	-0.05393	0.00961	-0.00533	0.05455	0.00097	0.15594	-0.07800	0.14527	0.05450	-0.04781	-0.05598	-0.07197	-0.08992	0.05493	-0.06364	0.01018	-0.00260	0.13760	-0.11811	-0.03809	-0.15606	0.13433	-0.04685	-0.15485	0.03608	-0.04023	0.06631	-0.04426	0.00672	0.09759	0.16695	0.00260	-0.17176	0.01392	0.00034	-0.14709	-0.03650	0.02827	0.17594	0.15080	0.02094	(And (Member $e0 get) (Result $e0 $e1))
p201753	-0.00716	0.03415	-0.01786	-0.10171	0.30202	-0.06614	0.00240	0.05722	-0.01922	-0.02704	0.00584	-0.21683	-0.04935	0.01014	-0.01085	0.00331	0.17356	-0.02637	-0.03778	0.00647	-0.06845	-0.04393	0.08487	-0.01172	-0.00120	-0.03566	0.02542	-0.03447	0.08340	-0.09612	-0.01288	-0.05714	0.00048	0.02427	-0.04048	-0.10046	-0.06224	0.00766	-0.07713	0.02765	-0.03023	-0.19036	-0.01495	-0.02658	-0.03967	0.06414	0.05114	-0.03223	0.23884	-0.04319	-0.04308	0.01729	-0.06915	-0.01200	-0.00159	-0.02007	0.39087	-0.00882	-0.03856	0.39308	-0.03659	-0.07625	0.09933	-0.13828	(And (Member $e0 kill) (Past $e0))
p201754	0.02301	-0.00498	-0.04104	-0.04496	0.05536	-0.07602	-0.02591	0.02418	0.04603	0.01140	0.03342	0.11279	-0.04442	-0.07122	0.00527	-0.02557	0.00815	-0.05071	-0.00879	0.00406	-0.03643	-0.03801	-0.03412	-0.05868	-0.00382	0.00567	0.00542	-0.00821	-0.12047	-0.02458	0.07902	-0.07171	0.13788	-0.06498	-0.00863	-0.04079	-0.08942	-0.01080	-0.05316	-0.03656	0.16653	0.07483	-0.00441	0.05872	-0.06224	-0.01016	0.14140	-0.05989	0.01098	0.12165	-0.03050	0.02408	-0.06572	-0.01534	-0.00773	0.06240	-0.01365	0.00393	0.04775	0.00993	-0.02180	0.02415	0.09920	-0.02617	(And (Member $e0 leave) (Past $e0))
p201755	0.03050	-0.08638	-0.01677	-0.06364	0.00315	-0.04860	0.03029	-0.04869	-0.00104	-0.00457	0.30203	-0.02725	-0.02309	-0.06548	-0.00945	0.07647	-0.06603	-0.13309	-0.06534	0.22799	-0.04503	0.13506	-0.00471	-0.00831	-0.00576	-0.04092	0.06708	0.00461	0.01393	0.10225	0.03621	-0.02436	0.02227	-0.04230	-0.03458	-0.00694	0.03892	0.00744	-0.11553	0.04570	0.03007	0.01154	0.03720	0.07405	0.07761	0.03781	-0.13893	-0.07157	-0.01816	0.02882	0.00245	0.12330	0.11670	0.02021	0.00881	-0.08324	-0.08182	-0.01629	-0.03705	0.04298	-0.09702	0.12332	-0.03677	0.00259	(And (Member $e0 need) (Theme $e0 $e1))
p201756	-0.00366	-0.02999	-0.02213	0.04665	-0.04773	-0.04742	0.01783	-0.00103	-0.01607	-0.00490	-0.00920	-0.07649	-0.02451	0.01201	-0.02901	0.00707	-0.05689	-0.01407	-0.00320	-0.00789	0.08052	0.02789	-0.04135	-0.06326	-0.01372	-0.00954	-0.04907	-0.00880	-0.09338	-0.04204	0.08641	-0.14066	0.14481	-0.10508	0.04012	0.04547	0.01939	-0.00313	-0.06951	0.06504	0.28672	0.20886	0.00890	-0.05238	-0.03812	-0.06375	0.07544	0.00955	-0.01413	0.17095	0.03776	-0.02620	0.03907	-0.03709	0.00755	0.09453	0.00934	-0.05207	-0.04031	-0.08010	-0.06538	-0.12578	0.20175	-0.01124	(And (Member $e0 open) (Patient $e0 $x0))
p201757	0.00028	0.04896	-0.04059	-0.05929	0.00058	-0.01533	0.04838	0.00329	-0.04653	-0.00928	-0.03610	0.01318	0.03196	-0.02869	0.01412	0.00012	0.00582	0.06367	-0.04018	-0.03466	0.07192	0.04775	-0.02354	-0.00861	0.02754	-0.00990	-0.02146	-0.01647	-0.04467	-0.00682	0.05486	-0.01449	0.03006	0.03492	0.01836	-0.01486	-0.02880	-0.05543	-0.02016	-0.00150	-0.02644	0.05190	0.04615	0.03566	0.01739	0.04295	0.02776	0.05354	-0.04489	0.00976	0.01716	-0.00796	-0.00947	0.05844	-0.00822	-0.00760	0.02939	-0.01802	-0.00792	0.00924	-0.04595	-0.00845	-0.05181	0.02754	(And (Member $e0 sell) (Theme $e0 $x0))
p201758	0.12612	-0.13036	0.01581	-0.05745	0.01540	-0.03441	0.01594	0.01826	-0.02971	-0.01154	0.00054	-0.07858	-0.08539	0.04804	0.07301	-0.04636	-0.07323	0.16786	-0.04863	-0.13749	-0.06693	-0.05197	0.05418	-0.03870	0.00594	0.00027	-0.14167	0.01241	-0.06563	0.13421	0.04027	0.00610	-0.02207	0.03207	0.11534	-0.03407	-0.09297	-0.03051	-0.04291	-0.00144	-0.03732	-0.01078	0.01536	-0.06942	-0.06867	0.02009	0.08141	0.48479	0.18890	-0.02333	0.11380	0.11823	0.04986	0.02788	-0.01785	0.02587	-0.01797	-0.01265	0.08100	0.06099	-0.15215	-0.06665	-0.04417	-0.10538	(And (Member $e0 sleep) (Ongoing $e0))
p201759	-0.00489	0.00971	0.05838	0.05064	-0.06195	-0.03960	0.01383	-0.02630	0.01616	0.05958	-0.04748	0.03348	-0.05235	0.02365	0.04478	-0.03179	-0.04068	-0.00505	-0.04388	0.07062	-0.01516	0.00387	-0.02118	-0.06244	0.00196	0.02757	-0.04566	-0.01624	0.04499	-0.02792	0.00185	-0.00696	0.00924	-0.04990	0.03499	0.02862	0.23388	0.02233	-0.04777	0.01711	0.06686	-0.03829	-0.03710	-0.05522	-0.03327	-0.07957	-0.03476	-0.05745	-0.00584	0.06800	-0.00012	0.01094	0.05191	0.03922	-0.00837	-0.05237	-0.01509	-0.03012	0.08188	0.03993	-0.10770	0.00491	-0.04963	-0.00353	(And (Member $e0 stand) (Past $e0))
p201760	-0.00315	0.12331	0.02567	-0.09971	-0.02692	-0.04064	0.07803	0.05073	-0.03060	-0.02666	-0.02429	0.04331	0.04064	-0.02166	0.11101	-0.07181	-0.00449	-0.07606	0.00075	0.02271	0.03896	0.03639	-0.02409	0.07445	-0.00076	-0.01787	0.04247	-0.01793	-0.06353	-0.00875	0.13250	-0.02418	0.03366	0.02199	-0.05544	-0.03927	-0.05991	-0.03780	-0.03844	-0.02736	-0.02739	0.02066	-0.01952	0.01274	0.06043	0.09316	0.04176	0.02654	-0.08756	-0.02523	0.10196	-0.06142	0.00261	-0.00120	-0.02496	-0.00104	0.06643	0.01992	-0.06381	-0.01214	-0.06262	-0.01663	-0.04924	0.09624	(And (Member $e0 study) (Ongoing $e0))
p201761	-0.04160	-0.05746	0.21909	0.02629	0.10522	-0.01029	0.02553	-0.11541	-0.02769	-0.01391	-0.05311	-0.08077	-0.05411	-0.01185	-0.01666	0.02388	-0.12882	-0.06062	0.00761	-0.04825	0.25292	0.06829	-0.02631	-0.08144	-0.00080	-0.02022	-0.13519	-0.01083	0.18941	-0.07376	-0.07335	0.01923	0.12126	-0.00658	0.13490	0.09818	0.01508	-0.00155	-0.05705	-0.05278	-0.04013	-0.02644	-0.02160	0.03359	-0.01152	-0.04221	0.02172	0.02646	0.00300	-0.02106	0.14778	0.02803	0.29066	-0.03550	-0.00317	-0.09368	0.03723	0.05012	-0.03469	-0.10573	0.11364	-0.03263	-0.02455	-0.01575	(And (Member $e0 turn) (Past $e0))
p201762	0.02424	-0.08271	0.04239	0.02223	-0.03790	-0.02317	-0.03953	0.10600	0.00549	0.02504	-0.03937	-0.02847	0.07459	-0.00472	-0.02168	0.01841	0.03871	-0.02464	0.03236	-0.02395	-0.03060	0.03163	-0.07373	-0.06496	-0.00152	0.04720	-0.04574	0.04878	-0.01007	0.00755	0.02322	0.03376	-0.05900	0.00791	0.04084	-0.04174	0.12302	-0.01392	-0.09159	-0.00120	-0.02860	-0.01437	0.00378	-0.01655	-0.05609	-0.02511	0.25618	-0.01460	-0.01511	-0.03266	0.01891	-0.00992	-0.04331	-0.00610	-0.02877	-0.00736	0.00037	0.02064	0.06107	0.03136	0.15270	0.05700	-0.05965	0.00712	(And (Member $e0 work) (Past $e0))
p201763	-0.00221	0.22045	-0.13543	-0.18847	-0.09264	-0.06628	0.20438	0.14266	-0.00364	-0.01083	-0.09080	0.12320	0.01456	0.07881	0.00873	-0.06018	-0.15314	-0.00776	0.01882	0.04779	0.17467	0.07892	0.04116	0.15731	0.00060	-0.04026	-0.01475	0.00509	-0.11111	-0.02413	0.11622	0.04874	-0.02998	0.19525	-0.06965	-0.09111	-0.04085	-0.09820	-0.07462	-0.00105	-0.02217	0.05032	-0.01215	-0.09823	0.03087	0.21752	0.25641	0.09031	-0.23357	-0.15566	0.18973	-0.11090	0.08918	-0.00138	0.04548	0.01066	0.19418	-0.02073	-0.15487	0.08141	-0.15591	-0.13882	-0.03038	0.28027	(And (Member $x0 new) (Theme $e0 $x0))
p201764	0.02188	-0.01361	-0.09123	0.10558	-0.09214	0.03561	0.01467	-0.11853	-0.00661	0.00917	-0.09237	0.18328	0.00620	-0.01369	0.01388	0.10391	0.07454	0.06739	0.04432	-0.03427	0.00949	0.16825	-0.00554	-0.09524	-0.00035	-0.00970	0.16589	-0.02075	0.00047	0.04765	0.03767	0.01954	-0.01621	0.04858	-0.12905	0.23539	-0.09191	-0.04533	-0.07201	0.00584	0.01960	0.00357	0.03660	-0.04785	-0.05623	-0.07927	0.00114	-0.04657	-0.06153	-0.06943	-0.10158	-0.03724	0.00464	-0.05190	0.07528	0.04370	-0.09043	0.05727	0.00463	0.20096	0.02547	-0.02941	-0.08248	0.06730	(And (Member $x0 sound) (Patient $e0 $x0))
p201765	-0.02273	-0.03221	-0.03405	0.23118	0.03719	-0.00201	0.02580	0.00976	-0.00549	-0.00038	-0.01416	-0.01140	-0.02875	0.02497	-0.00455	0.00501	-0.02771	-0.03963	-0.08088	-0.00401	-0.09537	0.01535	-0.02929	-0.02356	-0.00841	0.02710	0.01296	-0.00612	-0.02148	0.00417	-0.03382	0.00223	-0.02473	-0.02446	-0.01538	-0.02449	0.13994	-0.00506	-0.02265	0.00249	0.00559	0.03232	0.09868	-0.03950	0.03565	0.22020	-0.00669	0.02764	0.04624	0.04808	0.02890	-0.00833	0.07082	0.02904	-0.00260	-0.02532	-0.03010	0.01127	0.01990	0.00435	-0.01137	0.01174	-0.06587	-0.06109	(And (PartOf $x0 $x1) (Theme $e0 $x0))
p201766	-0.00023	0.00400	0.01543	-0.00487	-0.04630	0.10517	-0.01408	-0.01559	-0.00959	0.01161	-0.03403	0.02765	-0.02992	0.09964	0.01138	0.00663	-0.02730	0.06851	-0.00358	-0.07922	0.08255	-0.00623	-0.06572	0.01838	-0.01128	0.07449	-0.06991	-0.04057	-0.00257	-0.06535	-0.04000	-0.00321	-0.01322	-0.00738	0.07032	-0.03062	-0.03218	-0.02809	-0.01404	0.05841	-0.07956	0.12104	-0.01125	-0.09236	-0.00921	0.00145	0.02339	-0.00057	0.00090	-0.00650	-0.00911	-0.05829	-0.04133	-0.01995	-0.02054	-0.02521	-0.04194	-0.06859	0.05135	-0.04664	-0.07753	0.13759	0.00222	0.00315	(And (Past $e0) (Stimulus $e0 $e1))
p201767	-0.00818	-0.07144	-0.01144	-0.07482	-0.07479	0.05761	0.03660	0.01432	-0.04669	-0.05910	-0.00462	0.07030	-0.03874	-0.03039	0.01466	-0.06029	0.03305	0.03165	0.00602	-0.04284	-0.00213	-0.03067	0.01416	0.01918	-0.01143	-0.00463	-0.01751	-0.04598	0.12191	-0.01293	0.04964	-0.04830	0.02453	-0.05626	-0.00675	-0.00497	-0.09006	-0.03278	0.02462	0.01823	-0.03229	-0.01266	-0.00506	0.01044	-0.06041	0.08184	-0.04209	0.05429	0.00482	0.08085	0.02649	0.04459	-0.04998	-0.03470	-0.02693	0.06283	-0.07557	-0.00133	-0.03124	-0.00316	-0.03357	0.06360	-0.05896	0.01626	(And (Past $e0) (Time $e0 (Year <num>)))
p201768	0.00935	-0.00438	-0.02238	0.14802	-0.13503	0.39384	-0.01282	-0.00466	-0.06219	0.03359	-0.08553	0.15482	0.03903	-0.04243	0.02023	-0.05351	-0.21362	-0.04049	-0.03342	-0.02704	-0.13152	0.04057	-0.05906	-0.07903	-0.00149	-0.00787	-0.09620	0.07679	-0.11719	0.76384	0.02674	-0.21451	0.37168	0.05325	-0.06071	0.00259	-0.01619	-0.06392	0.06970	0.00078	-0.01184	0.07535	0.06298	0.07663	-0.02411	-0.12897	-0.08710	-0.23665	0.00369	-0.07115	0.04436	-0.06752	0.12655	0.04805	0.00446	-0.07516	0.47476	-0.02282	-0.06323	-0.13952	0.09426	0.08594	-0.11918	-0.01225	(And (Past $e0) (TimeAtMost $e0 (Year <num>)))
p201769	-0.00641	0.06209	-0.10262	-0.06918	-0.01224	0.03208	0.04026	0.05989	0.03505	-0.00745	0.01250	0.03126	-0.07516	0.02106	-0.02427	-0.00668	-0.07677	0.02136	-0.00941	0.04568	0.04463	-0.01588	0.06487	-0.01914	-0.00807	-0.01001	-0.05057	0.00163	0.04531	0.01628	-0.00878	0.02590	-0.03960	0.07368	0.01365	-0.04729	-0.00598	-0.04279	0.07809	0.00513	0.01730	-0.03670	0.01635	-0.00139	-0.02395	0.06265	0.13017	-0.03929	0.00745	-0.03657	0.09040	-0.03151	-0.00432	0.04621	0.33789	0.03185	0.00642	-0.01363	-0.16205	0.07724	-0.00067	-0.12367	0.01746	0.02798	(And (Source $e0 $x0) (Theme $e0 $x1))
p201816	-0.03632	-0.01264	-0.01161	0.07075	0.04622	-0.06275	0.01549	0.02821	0.03420	0.05122	-0.02996	-0.00381	-0.04897	0.03091	0.00731	-0.04134	-0.05960	-0.06438	-0.07485	0.03809	-0.05076	0.00951	-0.00470	0.01112	-0.00005	0.01300	-0.01871	0.00688	-0.05348	0.03266	0.04980	0.03477	-0.03359	-0.01033	0.02007	-0.05556	0.24039	0.00709	-0.00646	0.04121	0.00180	0.04011	0.06180	-0.04108	0.01563	0.01957	-0.01608	0.01067	0.00087	0.00614	-0.00848	0.00034	0.05783	-0.01675	-0.00132	0.00125	-0.00949	-0.01873	-0.01464	-0.01452	-0.01983	0.01760	-0.06787	0.00446	(During $e0 $e1)
p201817	-0.00302	-0.01656	0.00444	0.00583	0.00226	-0.00879	0.02044	-0.03221	0.00380	-0.00662	0.00598	-0.01098	0.08225	-0.00033	-0.00729	-0.01830	-0.01509	0.00712	0.00238	0.01767	-0.01178	-0.01194	-0.02674	0.08043	-0.00319	-0.00693	0.00632	0.00681	-0.01434	-0.01178	-0.01471	0.00471	-0.01045	-0.02553	-0.01873	0.01273	-0.01088	-0.00551	0.02047	-0.01261	-0.02140	-0.00945	0.00046	-0.00645	-0.00343	-0.01291	-0.00754	0.00730	-0.01557	0.00919	-0.01572	0.00323	0.02250	-0.01446	0.04275	-0.01483	0.00460	0.01475	0.09835	-0.01930	0.00452	0.00814	0.03904	0.00074	(GroupOf $x0 book)
p201818	0.01045	-0.04956	-0.01387	-0.05221	-0.04343	-0.00087	-0.02055	-0.05335	0.00820	-0.01176	0.12124	0.06824	-0.04469	-0.07531	0.01471	0.15036	-0.07276	0.09672	0.09764	-0.05085	-0.05147	-0.10948	-0.01316	0.09586	-0.00826	0.01594	-0.02991	-0.02575	0.01119	-0.00542	-0.02206	0.02241	-0.04493	0.15233	0.00719	-0.01348	-0.04247	0.02013	-0.03463	-0.00148	0.00633	-0.06583	0.05196	0.09570	-0.05254	0.06229	0.08290	-0.05894	0.00712	-0.13392	-0.00985	0.07661	0.04922	-0.05962	-0.00476	-0.01022	0.02131	-0.02394	-0.02795	-0.00674	0.07924	0.02645	0.12060	0.00707	(GroupOf $x0 boy)
p201819	-0.00314	0.00950	0.00049	-0.01240	0.00339	0.05224	-0.01304	0.01229	0.00935	0.02500	0.02085	-0.00198	-0.02687	0.06128	0.01746	-0.01545	0.03905	-0.00050	0.00304	-0.02957	0.01928	0.09088	0.00419	0.01467	-0.00540	0.04124	0.01340	-0.00568	0.01685	-0.04271	-0.07598	-0.02563	-0.00033	-0.03684	-0.03096	-0.01525	-0.01717	-0.00057	-0.06964	0.02126	-0.01859	0.02235	-0.00390	-0.07809	0.01967	-0.00312	-0.00762	-0.00206	-0.05446	0.04637	-0.02656	-0.06525	-0.00470	-0.01263	-0.00329	0.02234	0.04337	0.01900	-0.01440	-0.03608	-0.06183	0.00311	-0.01920	0.03636	(GroupOf $x0 cloud)
p201820	-0.00506	0.02460	-0.01254	-0.00714	0.00480	-0.00740	-0.00007	-0.01101	0.01259	-0.00640	-0.00048	0.00641	0.00783	0.01239	-0.00945	-0.00185	0.00310	-0.00587	0.00380	-0.00995	-0.00792	-0.00745	-0.01356	-0.01544	-0.00534	0.01043	-0.00983	-0.02148	0.00335	0.00679	-0.00203	0.00998	0.00396	0.05309	0.01809	-0.00509	0.00999	0.01212	0.00430	0.01680	-0.01009	-0.00575	-0.01565	-0.01972	-0.00142	-0.01472	-0.01761	-0.00436	-0.00262	0.05180	-0.00522	0.01920	0.00252	-0.00551	0.00167	0.00275	-0.01506	-0.02555	0.01139	0.00549	-0.00525	0.00216	-0.01037	0.00264	(GroupOf $x0 flower)
