pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p204739	-0.01165	-0.02571	0.02949	-0.02579	-0.00687	0.01097	0.00226	-0.05056	-0.01755	0.00375	-0.02231	-0.00585	-0.02153	0.02620	0.01476	0.04333	(Member $x0 bus)
p204740	-0.00115	-0.00446	-0.00005	0.00257	-0.00209	-0.00444	-0.00222	0.00571	0.00568	0.00099	-0.00007	-0.00205	0.00287	-0.00399	0.01041	0.00027	(Member $x0 class)
p204741	0.09328	-0.06169	0.11886	0.02834	0.04239	-0.11556	0.04045	-0.04834	0.15089	-0.02298	0.01685	-0.06281	0.00631	-0.06433	0.05965	0.06595	(Member $x0 community)
p204742	0.00110	0.00235	0.00784	0.00032	-0.00506	-0.01320	-0.00648	-0.00774	0.01966	-0.00196	-0.00492	0.00527	0.01136	0.02138	-0.01182	-0.00371	(Member $x0 computer)
p204743	0.00453	0.00500	0.00228	-0.00105	-0.00024	-0.00269	-0.00231	0.00259	0.00258	-0.00416	-0.00002	-0.00311	-0.00254	-0.00165	0.00310	-0.00246	(Member $x0 country)
p204744	-0.03239	0.03324	-0.06596	0.03701	0.01391	-0.00603	0.00124	0.00531	-0.03981	-0.00760	0.00520	0.02414	-0.01451	0.03200	-0.03346	0.03549	(Member $x0 crowd)
p204745	-0.00359	0.00460	-0.01008	0.00605	-0.00717	0.00643	0.01374	-0.01639	-0.01860	0.00573	-0.00707	-0.00762	-0.00343	0.00805	-0.00193	0.01255	(Member $x0 doctor)
p204746	0.02333	-0.00292	-0.00292	0.00751	-0.00798	0.00373	-0.00660	-0.01076	-0.00384	0.00747	-0.00518	-0.00239	-0.01996	0.00792	-0.02380	-0.00681	(Member $x0 emmy)
p204747	0.04240	0.01847	0.01323	-0.08061	-0.01557	0.00207	0.01951	0.24250	-0.00632	0.03788	-0.00030	0.05954	0.10677	-0.08898	0.00897	0.05680	(Member $x0 father)
p204748	0.00043	-0.00238	0.00156	0.00027	-0.00117	-0.00226	-0.00245	0.00636	0.00504	-0.00277	-0.00022	-0.00161	0.00025	-0.00406	0.00483	-0.00093	(Member $x0 former)
p204749	0.01315	-0.00309	0.01063	-0.00940	-0.00201	-0.00489	0.01448	-0.00550	-0.00606	-0.00110	-0.00582	-0.00806	0.00021	-0.00071	0.00261	0.00684	(Member $x0 girl)
p204750	-0.00295	-0.00240	-0.00383	-0.00364	-0.00136	0.00346	-0.00242	0.00587	-0.00300	-0.00160	-0.00035	-0.00374	-0.00117	0.00042	-0.00491	0.00931	(Member $x0 great)
p204751	-0.00784	-0.00964	0.00044	-0.00811	0.00188	0.00542	-0.01026	-0.01526	-0.00439	0.00156	0.00363	0.00774	-0.01132	0.01292	0.00647	0.01154	(Member $x0 ground)
p204752	0.01999	0.00630	0.00698	-0.00522	-0.00983	0.00269	-0.01007	-0.01656	-0.00015	0.01543	0.02190	-0.01310	-0.01256	-0.00149	0.00384	0.00116	(Member $x0 group)
p204753	-0.00607	0.00178	0.00005	0.00377	0.00278	-0.00512	-0.00024	-0.01018	0.00428	-0.00669	-0.00262	-0.00194	0.03013	0.00699	-0.02500	-0.00471	(Member $x0 ivy)
p204754	0.00433	0.00681	-0.00029	-0.00168	0.00042	-0.00220	-0.00115	0.00525	0.00014	-0.00426	0.00127	-0.00303	-0.00006	-0.00273	0.00453	-0.00192	(Member $x0 lady)
p204755	-0.00181	-0.01554	0.00882	-0.00612	-0.00240	0.01379	0.00595	-0.01806	-0.01406	-0.00153	0.01835	0.00345	0.00388	0.00567	-0.00610	0.00352	(Member $x0 little)
p204756	0.00116	-0.00061	-0.00030	-0.00002	0.00604	-0.00217	-0.00225	-0.01027	-0.00598	-0.00054	-0.00388	-0.00205	0.00286	-0.00346	-0.00446	0.00131	(Member $x0 machine)
p204757	0.00105	-0.00162	-0.00473	-0.00577	-0.00007	0.01834	-0.00654	-0.00662	0.04729	0.00295	-0.00186	0.00688	-0.01419	-0.00317	0.00216	-0.00367	(Member $x0 matter)
p204758	-0.00713	0.00314	-0.00664	-0.00541	-0.00555	0.01003	0.00292	0.00434	-0.01112	0.00148	0.03326	0.00408	-0.00551	0.00761	0.00046	-0.00714	(Member $x0 middle)
p204759	-0.00804	0.00536	-0.01720	-0.00698	-0.00576	0.02442	0.01590	0.00725	-0.02429	-0.00375	0.04331	-0.00685	0.00037	0.00488	-0.00222	-0.01101	(Member $x0 northern)
p204760	-0.00414	0.00728	0.01197	-0.00596	0.00864	-0.00264	-0.00643	-0.08119	-0.00111	-0.00487	-0.00831	-0.00590	-0.00731	-0.00002	0.02050	-0.00351	(Member $x0 original)
p204761	0.00416	0.00114	-0.00286	-0.00850	0.00221	0.00850	-0.00475	-0.00158	-0.00512	-0.00520	0.00912	-0.00469	-0.00412	-0.00143	-0.00596	0.00345	(Member $x0 other)
p204762	-0.00320	0.00131	-0.00309	-0.00971	-0.00330	0.00394	-0.00181	-0.00106	-0.00744	-0.00168	-0.00119	-0.00760	0.00525	0.01121	-0.02997	0.01880	(Member $x0 personality)
p204763	0.01377	0.00041	-0.01136	0.00229	-0.00239	0.00850	-0.00610	0.00021	-0.01037	0.00834	0.01255	-0.00084	-0.00778	0.00158	-0.01906	-0.00976	(Member $x0 picture)
p204764	-0.01008	-0.01222	0.00052	0.01091	-0.01164	0.00912	0.00692	-0.01241	-0.01002	0.00120	0.00968	-0.00352	0.01081	-0.00704	0.00674	-0.00031	(Member $x0 plane)
p204765	-0.01341	0.00288	-0.01609	-0.01329	-0.00307	0.05245	0.00476	-0.01973	0.06250	0.00390	0.00686	0.00608	-0.02845	0.00901	-0.00174	-0.00355	(Member $x0 red)
p204766	0.02528	-0.00428	-0.01083	0.00837	-0.00763	0.00676	0.00002	0.00697	-0.00191	0.00224	-0.00028	0.00823	0.00724	-0.01495	-0.01615	-0.01545	(Member $x0 region)
p204767	-0.00877	0.01043	-0.02217	0.00760	0.00029	0.00890	-0.00640	-0.00761	-0.00327	-0.00315	0.00190	0.00073	-0.01201	0.00965	-0.00397	0.01886	(Member $x0 river)
p204768	-0.00075	-0.01247	0.00799	-0.01304	-0.00467	0.00684	0.00564	-0.01139	-0.01345	0.00118	0.00113	0.00556	-0.01141	0.01878	-0.00240	0.00874	(Member $x0 sea)
p204769	-0.00481	-0.00685	0.00264	0.00061	-0.00376	0.00254	-0.00310	-0.00781	-0.00175	-0.00081	-0.00444	-0.00324	-0.00054	-0.00082	0.00535	0.00940	(Member $x0 ship)
p204770	-0.01421	0.01039	-0.02836	0.00016	0.00807	0.01646	-0.00881	-0.00498	-0.01085	0.00053	0.01647	0.00448	-0.00678	0.00527	-0.01197	0.01530	(Member $x0 snow)
p204771	-0.00230	0.03869	-0.03963	-0.01513	-0.00390	0.04310	0.00788	0.00668	-0.04022	-0.00720	0.09254	-0.00405	-0.00674	0.00756	-0.00873	-0.02188	(Member $x0 southern)
p204772	-0.00690	-0.00897	-0.00822	-0.00003	0.00533	0.00103	-0.00692	-0.00515	-0.00277	0.00135	-0.00583	0.01734	0.00365	-0.00330	-0.00105	0.00736	(Member $x0 store)
p204773	-0.01877	-0.00511	-0.02399	-0.01334	0.01113	0.00663	0.00470	-0.00593	-0.03259	0.01088	0.00612	0.00503	-0.00923	0.03034	-0.00509	0.03057	(Member $x0 sun)
p204774	-0.00924	0.00285	0.01661	-0.01407	0.00561	0.00267	-0.01189	-0.08780	-0.00532	0.00677	-0.00018	-0.01160	-0.01449	0.00749	0.01931	0.00723	(Member $x0 system)
p204775	-0.00805	0.00542	-0.01714	-0.00686	-0.00570	0.02426	0.01612	0.00685	-0.02447	-0.00382	0.04308	-0.00680	0.00040	0.00492	-0.00173	-0.01115	(Member $x0 view)
p204776	-0.00173	-0.00384	-0.00356	-0.00461	0.00792	-0.00326	-0.00324	0.00270	-0.00204	0.00520	-0.00225	-0.00187	0.00466	-0.00586	-0.00554	0.00378	(Member $x0 war)
p204777	0.01084	-0.00090	-0.02025	0.01258	-0.00805	0.01646	0.02745	0.01328	-0.02696	-0.00743	-0.00110	0.00576	0.00964	-0.00904	-0.03228	-0.01865	(Member $x0 widespread)
p204778	-0.00390	0.03700	-0.02908	0.00794	0.01640	-0.00223	0.01483	0.01929	-0.01914	-0.01221	0.01255	0.02117	0.00487	-0.00782	-0.00625	-0.01576	(Member $x0 windshield)
p204779	0.00673	0.00852	-0.00810	-0.00978	0.01071	0.00776	-0.00110	-0.00393	-0.01664	-0.00854	0.00046	-0.00312	-0.00302	0.00426	-0.04673	0.00366	(Might $e0)
p204780	0.00553	0.00300	0.00087	-0.00359	-0.00265	0.00068	-0.00529	0.00066	-0.00142	0.00076	0.01201	-0.00590	-0.00615	0.00466	-0.00278	-0.00228	(Permitted $e0)
p204781	0.02159	-0.01589	-0.06250	0.01217	0.13069	0.03296	-0.01141	-0.16606	-0.02876	-0.04897	-0.02334	-0.00441	0.03699	0.07333	0.64814	-0.01686	(Possession $x0 free_soil_party)
p204782	0.02198	-0.01638	-0.06199	0.01216	0.13087	0.03254	-0.01203	-0.16631	-0.02724	-0.04889	-0.02337	-0.00443	0.03690	0.07279	0.64975	-0.01660	(Possession $x0 republican_party)
p204783	-0.00591	-0.00597	-0.00569	-0.01126	0.00486	0.00819	0.02159	0.00439	-0.02541	0.00835	0.01526	-0.00758	0.00616	0.00367	0.00003	-0.00163	(ProportionOf $x0 $x1 some)
p204784	0.00095	-0.00371	-0.00377	0.00350	-0.00310	0.00018	-0.00695	-0.00236	0.00019	0.01071	0.01223	-0.00429	-0.00278	-0.00247	0.01076	0.00073	(Time $e0 $x0)
p204785	-0.00156	-0.00418	0.00017	0.00043	0.00495	-0.00693	-0.00322	0.00412	0.00148	0.00718	-0.00368	-0.00196	0.00057	-0.00423	-0.00225	0.00147	(Time $e0 later)
p204786	-0.02575	-0.03896	0.02818	0.01125	-0.03471	0.04967	-0.00705	-0.03518	-0.00157	0.02511	0.06717	-0.01376	-0.00283	0.00021	0.09557	-0.01578	(Time $e0 this_year)
p204787	-0.02084	0.00094	-0.04771	0.02152	0.00633	0.01511	0.00534	0.00445	-0.01307	-0.00197	0.00542	0.00127	0.01061	-0.00356	-0.02870	0.03990	(Time $e0 tonight)
p204788	-0.01016	-0.02006	-0.00041	0.03694	-0.00957	-0.00408	0.01556	-0.02270	-0.01282	0.00075	-0.01480	0.00012	0.02360	-0.00707	0.01316	-0.00953	(TimeAtLeast $e0 (Year <num>))
p204824	0.02619	-0.02637	-0.10521	0.01812	0.20169	0.06790	-0.02147	-0.25079	-0.05519	-0.07762	-0.03548	-0.00402	0.04681	0.14429	0.97029	-0.03187	(And (Agent $e0 $x0) (GroupOf $x1 view) (Theme $e0 $x1) (Theme $e0 $x2))
p204827	0.22970	-0.12772	0.24824	0.07870	0.08370	-0.27109	0.12675	0.06233	0.27184	-0.06168	0.06580	-0.11132	0.00703	-0.14022	0.07532	0.12307	(And (Agent $e0 $x0) (Location $e0 $x1) (Past $e1) (Theme $e1 $e0))
p204829	-0.02470	-0.05116	0.02565	0.06022	0.02686	0.05289	-0.02463	0.30897	-0.02425	-0.01075	-0.01272	-0.02385	-0.12283	0.16388	-0.11763	-0.02753	(And (Agent $e0 $x0) (Location $e0 eskisehir) (Member $e0 build) (Member $x0 company))
p204830	-0.02492	-0.05084	0.02547	0.06032	0.02718	0.05303	-0.02483	0.30687	-0.02431	-0.01097	-0.01285	-0.02376	-0.12305	0.16393	-0.11485	-0.02766	(And (Agent $e0 $x0) (Location $e0 eskisehir) (Member $x0 company) (Past $e0))
p204831	-0.02478	-0.05105	0.02554	0.06026	0.02693	0.05297	-0.02468	0.30849	-0.02431	-0.01082	-0.01274	-0.02380	-0.12288	0.16390	-0.11701	-0.02758	(And (Agent $e0 $x0) (Location $e0 eskisehir) (Member $x0 company) (Patient $e0 $x1))
p204832	-0.02471	-0.05115	0.02564	0.06023	0.02686	0.05290	-0.02463	0.30895	-0.02425	-0.01076	-0.01272	-0.02385	-0.12283	0.16389	-0.11760	-0.02753	(And (Agent $e0 $x0) (Location $e0 eskisehir) (Member $x1 hotel) (Patient $e0 $x1))
p204833	0.22974	-0.12835	0.24845	0.07867	0.08365	-0.27117	0.12685	0.06237	0.27161	-0.06165	0.06553	-0.11110	0.00696	-0.14018	0.07517	0.12325	(And (Agent $e0 $x0) (Location $e1 $x1) (Past $e0) (Theme $e0 $e1))
p204834	0.22967	-0.12727	0.24809	0.07871	0.08373	-0.27103	0.12666	0.06224	0.27202	-0.06170	0.06597	-0.11149	0.00705	-0.14022	0.07549	0.12294	(And (Agent $e0 $x0) (Location $e1 $x1) (Patient $e1 $x2) (Theme $e0 $e1))
p204836	-0.00392	0.07055	0.06747	0.00508	0.00827	-0.00311	-0.00233	-0.06679	-0.00914	-0.02208	-0.01617	-0.01710	-0.00452	-0.00926	-0.00700	-0.04163	(And (Agent $e0 $x0) (Member $e0 write) (Member $x0 person) (Past $e0))
p204837	-0.00394	0.07066	0.06721	0.00514	0.00832	-0.00309	-0.00229	-0.06658	-0.00917	-0.02209	-0.01608	-0.01710	-0.00446	-0.00931	-0.00702	-0.04158	(And (Agent $e0 $x0) (Member $e0 write) (Member $x0 person) (Patient $e0 $x1))
p204838	0.01315	-0.01330	-0.05251	0.00906	0.10086	0.03389	-0.01086	-0.12542	-0.02732	-0.03879	-0.01775	-0.00200	0.02339	0.07207	0.48533	-0.01588	(And (Agent $e0 $x0) (Member $x0 thing) (Theme $e0 $x1) (Theme $e0 $x2))
p204839	0.02276	-0.01093	-0.02051	0.02288	-0.01016	0.01773	0.00295	0.01044	-0.01047	-0.00619	0.00046	0.01492	0.00484	-0.01632	-0.04570	-0.02429	(And (Agent $e0 $x0) (Member $x1 new) (Past $e0) (Theme $e0 $x1))
p204840	0.22974	-0.12844	0.24848	0.07866	0.08365	-0.27118	0.12686	0.06236	0.27158	-0.06164	0.06550	-0.11107	0.00695	-0.14018	0.07516	0.12328	(And (Agent $e0 $x0) (Ongoing $e1) (Patient $e1 $x1) (Theme $e0 $e1))
p204843	0.09121	0.05030	0.01936	-0.17729	-0.02541	0.01800	0.03985	0.45300	-0.01243	0.07967	0.00667	0.09309	0.20537	-0.17847	0.03719	0.12408	(And (Agent $e0 $x0) (Past $e0) (Theme $e1 $x1) (To $e0 $e1))
p204845	0.09114	0.05038	0.01941	-0.17740	-0.02543	0.01812	0.03938	0.45335	-0.01217	0.07981	0.00674	0.09312	0.20501	-0.17820	0.03727	0.12416	(And (Agent $e0 $x0) (Past $e1) (Theme $e0 $x1) (To $e1 $e0))
p204846	0.01314	-0.01327	-0.05254	0.00906	0.10086	0.03390	-0.01083	-0.12541	-0.02740	-0.03880	-0.01775	-0.00200	0.02339	0.07209	0.48528	-0.01590	(And (Agent $e0 $x0) (Possession $x1 free_soil_party) (Theme $e0 $x1) (Theme $e0 $x2))
p204847	0.01311	-0.01323	-0.05257	0.00906	0.10085	0.03393	-0.01079	-0.12540	-0.02749	-0.03880	-0.01774	-0.00200	0.02340	0.07212	0.48521	-0.01592	(And (Agent $e0 $x0) (Possession $x1 republican_party) (Theme $e0 $x1) (Theme $e0 $x2))
p204848	-0.01017	0.00339	-0.01637	-0.00553	0.01417	0.01586	0.00795	-0.00938	0.03438	0.02378	-0.00529	-0.01689	-0.01132	-0.00231	0.00141	0.02266	(And (Before $e0 $e1) (Past $e0) (Past $e1) (Patient $e0 $x0))
p204849	-0.01668	0.00440	-0.00539	0.00789	-0.01397	-0.02518	-0.00233	-0.01088	0.03185	0.00506	-0.00430	-0.00413	0.07408	0.05863	-0.04994	0.00382	(And (Cardinality $x0 <num>) (Holder $e0 $x1) (Member $e0 have) (Theme $e0 $x0))
p204850	-0.00260	-0.01907	0.01288	0.00987	0.00866	0.01789	0.01362	0.00214	-0.02012	-0.01150	0.07214	-0.01732	0.08489	-0.04577	-0.03534	-0.03696	(And (Cardinality $x0 <num>) (Location $e0 $x1) (Past $e0) (Patient $e0 $x0))
p204852	-0.01385	0.00512	-0.02899	-0.01602	0.00148	0.07431	-0.00973	-0.01718	0.12643	0.02027	0.00154	-0.00667	-0.03883	-0.00604	0.00752	0.00281	(And (Experiencer $e0 $x0) (Member $e0 bad) (Past $e1) (Result $e1 $e0))
p204854	-0.02508	0.03103	-0.06555	-0.01291	0.01328	0.09701	0.01474	-0.00986	0.11812	-0.01365	-0.00362	0.09758	-0.03713	0.00616	-0.02498	-0.04651	(And (Experiencer $e0 $x0) (Member $e1 get) (Ongoing $e1) (Result $e1 $e0))
p204859	-0.01379	0.00482	-0.02885	-0.01596	0.00134	0.07421	-0.00972	-0.01681	0.12653	0.02031	0.00151	-0.00660	-0.03870	-0.00608	0.00679	0.00281	(And (Experiencer $e0 $x0) (Member $x0 bad) (Past $e1) (Result $e1 $e0))
p204861	0.01915	-0.00434	-0.00283	0.00640	-0.00655	0.00451	-0.00444	-0.00738	-0.00305	0.00456	-0.00387	-0.00088	-0.01331	0.00316	-0.02106	-0.00484	(And (For $e0 $e1) (Member $e0 win) (Member $e1 portray) (Past $e0))
p204862	0.01926	-0.00459	-0.00274	0.00643	-0.00668	0.00437	-0.00425	-0.00686	-0.00313	0.00456	-0.00387	-0.00081	-0.01293	0.00293	-0.02188	-0.00490	(And (For $e0 $e1) (Member $e0 win) (Member $e1 portray) (Theme $e0 $x0))
p204863	0.01916	-0.00437	-0.00282	0.00641	-0.00657	0.00449	-0.00442	-0.00732	-0.00306	0.00456	-0.00387	-0.00087	-0.01326	0.00313	-0.02116	-0.00485	(And (For $e0 $e1) (Member $e1 portray) (Member $x0 emmy) (Theme $e0 $x0))
p204864	0.01917	-0.00439	-0.00281	0.00641	-0.00658	0.00448	-0.00441	-0.00728	-0.00307	0.00456	-0.00387	-0.00087	-0.01324	0.00311	-0.02122	-0.00485	(And (For $e0 $e1) (Member $e1 portray) (Past $e0) (Theme $e0 $x0))
p204865	-0.00119	-0.02147	0.01925	0.01488	0.00910	0.00787	0.01712	-0.00169	-0.01457	-0.00860	0.05536	-0.01793	0.08433	-0.04693	-0.02931	-0.03496	(And (GroupOf $x0 person) (Member $e0 kill) (Past $e0) (Patient $e0 $x0))
p204875	0.02653	-0.02702	-0.10472	0.01810	0.20179	0.06752	-0.02213	-0.25081	-0.05368	-0.07750	-0.03552	-0.00397	0.04677	0.14383	0.97136	-0.03157	(And (GroupOf $x0 view) (Past $e0) (Theme $e0 $x0) (Theme $e0 $x1))
p204876	0.01306	-0.01312	-0.05266	0.00906	0.10083	0.03399	-0.01066	-0.12537	-0.02776	-0.03882	-0.01773	-0.00201	0.02342	0.07219	0.48499	-0.01597	(And (GroupOf $x0 view) (Possession $x0 free_soil_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204877	0.01307	-0.01315	-0.05264	0.00906	0.10084	0.03398	-0.01069	-0.12538	-0.02769	-0.03882	-0.01774	-0.00201	0.02341	0.07217	0.48506	-0.01596	(And (GroupOf $x0 view) (Possession $x0 republican_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204878	0.01306	-0.01313	-0.05265	0.00906	0.10083	0.03398	-0.01068	-0.12538	-0.02772	-0.03882	-0.01773	-0.00201	0.02341	0.07218	0.48503	-0.01596	(And (GroupOf $x0 view) (Possession $x1 free_soil_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204879	0.01316	-0.01331	-0.05251	0.00906	0.10086	0.03388	-0.01087	-0.12542	-0.02731	-0.03879	-0.01775	-0.00200	0.02339	0.07206	0.48534	-0.01588	(And (GroupOf $x0 view) (Possession $x1 republican_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204882	0.22973	-0.12823	0.24841	0.07867	0.08366	-0.27115	0.12683	0.06237	0.27165	-0.06165	0.06558	-0.11114	0.00698	-0.14019	0.07519	0.12322	(And (Location $e0 $x0) (Ongoing $e0) (Past $e1) (Theme $e1 $e0))
p204883	0.22973	-0.12830	0.24843	0.07867	0.08366	-0.27116	0.12684	0.06237	0.27162	-0.06165	0.06556	-0.11111	0.00697	-0.14019	0.07517	0.12324	(And (Location $e0 $x0) (Past $e1) (Patient $e0 $x1) (Theme $e1 $e0))
p204889	-0.02470	-0.05116	0.02565	0.06022	0.02685	0.05289	-0.02463	0.30898	-0.02425	-0.01075	-0.01272	-0.02385	-0.12283	0.16388	-0.11764	-0.02752	(And (Location $e0 eskisehir) (Member $e0 build) (Member $x0 hotel) (Patient $e0 $x0))
p204890	-0.02480	-0.05102	0.02551	0.06027	0.02696	0.05299	-0.02470	0.30831	-0.02432	-0.01084	-0.01274	-0.02379	-0.12290	0.16390	-0.11678	-0.02759	(And (Location $e0 eskisehir) (Member $x0 hotel) (Past $e0) (Patient $e0 $x0))
p204893	-0.01388	0.00533	-0.02909	-0.01605	0.00157	0.07438	-0.00973	-0.01740	0.12635	0.02023	0.00157	-0.00671	-0.03890	-0.00602	0.00797	0.00280	(And (Member $e0 bad) (Past $e1) (Patient $e1 $x0) (Result $e1 $e0))
p204894	-0.00004	0.01322	0.01776	-0.02196	0.02627	-0.01152	-0.00460	-0.02037	-0.01151	0.01544	-0.00898	-0.00847	0.00408	-0.00707	0.00595	0.00527	(And (Member $e0 bear) (Member $x0 person) (Past $e0) (Patient $e0 $x0))
p204895	0.19636	-0.08981	0.20470	0.07672	0.08316	-0.23644	0.09387	0.06122	0.28770	-0.05270	0.05739	-0.10154	-0.00387	-0.12503	0.07382	0.10293	(And (Member $e0 begin) (Ongoing $e1) (Patient $e1 $x0) (Theme $e0 $e1))
p204896	0.19636	-0.08959	0.20468	0.07672	0.08320	-0.23644	0.09384	0.06108	0.28780	-0.05271	0.05746	-0.10165	-0.00387	-0.12503	0.07407	0.10288	(And (Member $e0 begin) (Past $e0) (Patient $e1 $x0) (Theme $e0 $e1))
p204901	0.02244	0.06156	-0.03744	0.02032	0.05305	-0.03788	0.04565	0.04821	-0.07334	-0.03251	0.04308	0.05480	0.01694	-0.02757	-0.03053	-0.01317	(And (Member $e0 start) (Past $e0) (Patient $e1 $x0) (Theme $e0 $e1))
p204902	-0.04085	0.07259	-0.07978	0.05740	0.00735	-0.00174	0.01994	0.00460	-0.02867	0.01893	0.01745	-0.02951	-0.02943	0.03293	-0.00065	0.03558	(And (Member $e0 stop) (Past $e0) (Past $e1) (Theme $e0 $e1))
p204903	-0.01390	0.00540	-0.02913	-0.01606	0.00161	0.07440	-0.00973	-0.01746	0.12632	0.02022	0.00158	-0.00672	-0.03892	-0.00601	0.00811	0.00279	(And (Member $x0 bad) (Past $e0) (Patient $e0 $x0) (Result $e0 $e1))
p204905	0.01374	-0.01423	-0.05187	0.00902	0.10100	0.03325	-0.01154	-0.12481	-0.02534	-0.03861	-0.01776	-0.00192	0.02362	0.07123	0.48677	-0.01544	(And (Member free_soil_party party) (Possession $x0 free_soil_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204906	0.01309	-0.01318	-0.05261	0.00906	0.10084	0.03396	-0.01073	-0.12539	-0.02761	-0.03881	-0.01774	-0.00201	0.02341	0.07215	0.48512	-0.01594	(And (Member republican_party party) (Possession $x0 republican_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204909	-0.01092	0.09989	-0.08111	0.01835	0.05255	-0.00317	0.01271	0.04704	-0.05732	-0.02355	0.03485	0.06443	0.00609	-0.01240	-0.03189	-0.03343	(And (Ongoing $e0) (Past $e1) (Patient $e1 $x0) (Theme $e1 $e0))
p204911	0.01342	-0.01377	-0.05218	0.00904	0.10093	0.03359	-0.01127	-0.12525	-0.02628	-0.03870	-0.01776	-0.00196	0.02342	0.07170	0.48607	-0.01566	(And (Past $e0) (Possession $x0 free_soil_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204912	0.01315	-0.01329	-0.05252	0.00906	0.10086	0.03389	-0.01085	-0.12541	-0.02735	-0.03879	-0.01775	-0.00200	0.02339	0.07208	0.48531	-0.01589	(And (Past $e0) (Possession $x0 republican_party) (Theme $e0 $x0) (Theme $e0 $x1))
p204913	0.01316	-0.01332	-0.05250	0.00905	0.10086	0.03388	-0.01088	-0.12542	-0.02729	-0.03879	-0.01775	-0.00200	0.02339	0.07206	0.48536	-0.01588	(And (Possession $x0 free_soil_party) (Possession $x1 republican_party) (Theme $e0 $x0) (Theme $e0 $x1))
p205979	-0.01068	0.02809	0.03140	-0.00192	0.00156	-0.00529	-0.01064	-0.04063	-0.00393	0.00516	-0.01827	0.00639	-0.01764	0.00535	-0.00758	0.00250	(And (Agent $e0 $x0) (Before $e0 $e1) (Past $e1))
p205980	-0.02389	0.01134	-0.04039	0.02858	0.00057	0.00273	-0.00084	-0.00514	-0.01679	-0.00321	0.00398	0.01409	-0.00051	0.01722	-0.01428	0.02405	(And (Agent $e0 $x0) (Cardinality $x0 <num>) (Past $e0))
p205981	0.03466	-0.05653	-0.01132	-0.07166	-0.01072	0.06657	0.00196	-0.00295	-0.04099	0.00579	-0.00603	-0.02992	0.03015	0.03796	-0.07014	0.09984	(And (Agent $e0 $x0) (Cardinality $x1 <num>) (Theme $e0 $x1))
p205985	0.01052	0.02005	0.05136	0.00026	0.00453	0.00579	0.01390	-0.04699	0.10293	-0.01079	-0.01678	-0.01971	-0.02355	-0.01730	0.01298	-0.00821	(And (Agent $e0 $x0) (Experiencer $e1 $x1) (Result $e0 $e1))
p205986	-0.00561	-0.02071	0.02179	-0.00596	0.00109	-0.00673	-0.01219	-0.03253	0.00394	-0.00274	-0.01867	0.04146	-0.01410	0.01503	0.00612	0.00271	(And (Agent $e0 $x0) (GroupOf $x0 boy) (Ongoing $e0))
p205987	-0.01451	-0.01534	0.00727	-0.00941	-0.00734	0.01638	-0.01799	-0.02950	-0.00598	0.00161	0.02905	0.01935	-0.01581	0.02604	0.01206	0.00296	(And (Agent $e0 $x0) (GroupOf $x0 child) (Location $e0 $x1))
p205988	-0.00300	-0.01582	0.01385	-0.01789	-0.00196	0.00777	-0.01235	-0.03128	-0.00615	-0.00077	-0.00130	0.01629	-0.02057	0.02779	0.00291	0.01727	(And (Agent $e0 $x0) (GroupOf $x0 child) (Member $e0 play))
p205989	-0.01493	0.05624	0.02304	-0.02684	-0.00559	0.03130	-0.02551	-0.05140	-0.01870	-0.00313	0.05467	-0.01399	-0.05143	0.05299	0.00786	0.00055	(And (Agent $e0 $x0) (Location $e0 $x1) (Member $x0 person))
p205990	-0.02490	-0.05087	0.02547	0.06031	0.02713	0.05303	-0.02480	0.30719	-0.02432	-0.01094	-0.01282	-0.02376	-0.12301	0.16392	-0.11528	-0.02765	(And (Agent $e0 $x0) (Location $e0 eskisehir) (Member $x0 company))
p205991	-0.00392	0.07053	0.06751	0.00507	0.00826	-0.00311	-0.00234	-0.06682	-0.00913	-0.02208	-0.01619	-0.01709	-0.00453	-0.00925	-0.00699	-0.04163	(And (Agent $e0 $x0) (Member $e0 write) (Member $x0 person))
p205992	-0.03015	0.01018	-0.05337	0.00846	0.00691	0.02971	-0.00451	-0.01208	-0.02219	0.00234	0.00396	-0.00614	-0.01459	0.02023	-0.02307	0.07082	(And (Agent $e0 $x0) (Member $e1 try) (Theme $e1 $e0))
p205993	-0.01486	0.01979	0.02346	-0.01446	-0.00178	0.00348	-0.01548	-0.04609	-0.00043	0.01867	-0.01919	0.02170	-0.01783	0.00246	0.06216	0.00721	(And (Agent $e0 $x0) (Member $x0 family) (Past $e0))
p205994	0.08818	0.05381	0.01109	-0.15432	-0.02827	0.00792	0.04420	0.49438	-0.01264	0.07464	0.01181	0.09852	0.21514	-0.18167	-0.00059	0.10108	(And (Agent $e0 $x0) (Member $x0 father) (Past $e0))
p205995	-0.00589	-0.01632	-0.07256	0.05559	-0.00458	0.04862	0.00761	0.00718	-0.02571	-0.00666	0.00616	-0.00098	0.01263	-0.00967	-0.07441	0.02482	(And (Agent $e0 $x0) (Member $x0 man) (Past $e0))
