pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	query
p204493	-0.01789	0.00806	-0.04023	-0.01760	0.00261	0.09410	-0.01275	-0.01904	0.16545	0.01852	0.00105	0.01419	-0.04814	-0.00743	0.00333	-0.00640	(And (Experiencer $e0 $x0) (Member $x0 bad))
p204494	-0.00675	-0.00112	0.00050	-0.01356	-0.00557	0.01743	0.04107	-0.00082	-0.00582	0.00984	0.00214	-0.00906	-0.00308	0.00723	0.00665	-0.00433	(And (Experiencer $e0 $x0) (Possession $x0 $x1))
p204495	-0.02240	0.04265	-0.04901	0.00260	0.00732	0.03571	0.06034	-0.01012	0.00991	0.01033	-0.00198	-0.01243	-0.02027	0.01430	-0.00598	0.01209	(And (Experiencer $e0 $x0) (Theme $e1 $e0))
p204496	-0.00125	-0.00375	0.00096	-0.00294	-0.00462	0.00191	0.04525	0.00358	-0.02240	-0.00686	-0.00936	0.00464	0.00629	0.00272	-0.00252	-0.01130	(And (Experiencer $e0 $x0) (Time $e0 now))
p204497	0.02332	-0.00290	-0.00293	0.00750	-0.00797	0.00374	-0.00662	-0.01082	-0.00383	0.00747	-0.00518	-0.00240	-0.02000	0.00794	-0.02370	-0.00680	(And (For $e0 $e1) (Member $e0 win))
p204498	-0.02505	0.00119	-0.04043	0.02489	-0.00222	0.00242	-0.01004	0.00319	-0.00126	0.00789	0.00235	0.03045	-0.01049	0.01816	-0.01050	0.02217	(And (Goal $e0 $x0) (Member $e0 walk))
p204499	-0.00299	-0.01577	0.00934	0.00361	-0.01538	-0.03183	-0.00358	-0.01039	0.04885	0.00641	-0.00749	-0.00700	0.06817	0.05201	-0.05491	0.00990	(And (GroupOf $x0 child) (Theme $e0 $x0))
p204500	0.02162	-0.01593	-0.06245	0.01217	0.13070	0.03292	-0.01147	-0.16609	-0.02862	-0.04896	-0.02334	-0.00441	0.03698	0.07328	0.64829	-0.01684	(And (GroupOf $x0 view) (Possession $x0 free_soil_party))
p204501	0.02172	-0.01606	-0.06231	0.01217	0.13075	0.03281	-0.01163	-0.16616	-0.02822	-0.04894	-0.02335	-0.00442	0.03695	0.07314	0.64869	-0.01677	(And (GroupOf $x0 view) (Possession $x0 republican_party))
p204502	0.03466	-0.02905	-0.11513	0.02122	0.23153	0.06693	-0.02211	-0.29145	-0.05644	-0.08779	-0.04108	-0.00642	0.06040	0.14551	1.13325	-0.03281	(And (GroupOf $x0 view) (Theme $e0 $x0))
p204503	-0.00299	-0.01583	0.00935	0.00357	-0.01534	-0.03185	-0.00355	-0.01036	0.04880	0.00642	-0.00752	-0.00702	0.06819	0.05204	-0.05467	0.00998	(And (Holder $e0 kristoffer) (Member $e0 have))
p204504	-0.00299	-0.01577	0.00934	0.00362	-0.01538	-0.03183	-0.00359	-0.01040	0.04885	0.00641	-0.00749	-0.00700	0.06817	0.05201	-0.05492	0.00990	(And (Holder $e0 kristoffer) (Theme $e0 $x0))
p204505	0.00010	0.00070	-0.00126	0.00070	-0.00073	-0.00145	-0.00261	0.00658	0.00491	-0.00324	0.00223	-0.00100	0.00191	-0.00629	0.00686	-0.00235	(And (LocatedIn $x0 $x1) (Member $x1 garden))
p204506	-0.00148	-0.00455	-0.00135	-0.00023	-0.00157	0.00698	-0.00504	0.00071	-0.00543	0.00159	0.01392	-0.00442	0.00615	-0.00289	-0.01045	-0.00493	(And (LocatedIn $x0 $x1) (PartOf $x1 $x2))
p204507	-0.01077	0.02526	-0.03812	-0.01590	-0.00902	0.04908	0.00500	0.01170	-0.03927	0.00162	0.10247	-0.01408	-0.00813	0.01217	-0.00850	-0.01716	(And (Location $e0 $x0) (Location $e0 $x1))
p204508	-0.01021	0.04552	0.02325	-0.03175	-0.00795	0.03025	0.00877	-0.04725	-0.03408	-0.00320	0.06708	-0.01566	-0.03616	0.04176	0.02600	-0.00706	(And (Location $e0 $x0) (Member $e0 sleep))
p204509	-0.01193	-0.02095	0.01709	-0.02035	0.00052	0.00393	-0.02896	-0.02358	0.00687	0.01627	0.03919	0.04446	-0.02525	0.02948	0.00898	-0.00872	(And (Location $e0 $x0) (Member $e0 walk))
p204510	-0.01854	-0.06093	0.11544	-0.06283	-0.04763	-0.00464	0.06423	-0.04150	-0.05515	0.04318	0.06687	0.07190	-0.04658	0.12039	-0.00026	-0.04302	(And (Location $e0 $x0) (Member $x0 table))
p204511	0.03256	0.08551	0.05431	0.00647	-0.01768	-0.02067	0.00516	-0.04470	-0.00233	0.01500	-0.01723	-0.02445	-0.04155	0.00687	-0.00777	-0.02655	(And (Location $e0 japan) (Past $e0))
p204512	-0.03303	-0.06837	0.03414	0.08000	0.03567	0.07054	-0.03294	0.41221	-0.03224	-0.01380	-0.01699	-0.03182	-0.16378	0.21852	-0.15680	-0.03623	(And (Location $e0 kazakhstan) (Member $e0 build))
p204513	-0.03319	-0.06815	0.03394	0.08007	0.03586	0.07068	-0.03307	0.41098	-0.03234	-0.01393	-0.01704	-0.03173	-0.16391	0.21855	-0.15521	-0.03633	(And (Location $e0 kazakhstan) (Past $e0))
p204514	-0.03315	-0.06822	0.03398	0.08005	0.03579	0.07065	-0.03302	0.41144	-0.03233	-0.01389	-0.01701	-0.03175	-0.16386	0.21854	-0.15582	-0.03631	(And (Location $e0 kazakhstan) (Patient $e0 $x0))
p204515	-0.00023	-0.00054	0.02786	0.02077	0.00762	0.01388	0.01430	-0.01114	-0.02024	-0.01787	0.05287	-0.02022	0.07285	-0.03874	-0.03608	-0.04910	(And (Manner $e0 directly) (Past $e0))
p204516	0.02461	0.00061	-0.01701	-0.01073	0.01682	0.00576	-0.00403	0.00067	-0.01810	0.01049	-0.00296	-0.00273	-0.00479	-0.00286	-0.02679	0.01039	(And (Member $e0 add) (Theme $e0 $x0))
p204517	-0.03061	0.10894	0.04583	0.01580	-0.03542	-0.01278	-0.01126	0.03113	0.01142	0.01679	-0.02246	0.03782	0.06654	-0.05487	0.03922	-0.00257	(And (Member $e0 appear) (Past $e0))
p204518	-0.01788	0.00799	-0.04019	-0.01759	0.00257	0.09407	-0.01275	-0.01897	0.16547	0.01853	0.00104	0.01420	-0.04811	-0.00743	0.00315	-0.00640	(And (Member $e0 bad) (Result $e1 $e0))
p204519	-0.00153	0.00933	0.01986	-0.02622	0.02969	-0.01383	0.00742	-0.02424	-0.02095	0.02215	-0.01413	-0.01134	0.00527	-0.00475	0.00609	0.00703	(And (Member $e0 bear) (Patient $e0 $x0))
p204520	0.04057	0.01881	0.00633	-0.00166	-0.00445	-0.01662	-0.00662	-0.00841	0.00329	0.01687	-0.00451	-0.01016	-0.02193	0.00605	-0.00275	-0.00761	(And (Member $e0 buy) (Theme $e0 $x0))
p204521	-0.00441	-0.01494	-0.01099	0.00890	0.00277	0.02080	-0.00784	-0.00581	-0.01790	0.00199	0.03464	0.01202	0.01633	-0.00754	-0.03660	-0.02235	(And (Member $e0 cause) (Past $e0))
p204522	0.00308	-0.01094	0.00506	0.00284	0.00905	-0.01080	-0.00254	-0.00535	-0.00394	0.01444	-0.00846	-0.00445	0.00743	-0.00593	-0.01009	0.00037	(And (Member $e0 change) (Past $e0))
p204523	0.00777	-0.00216	0.00285	-0.00349	0.00722	-0.00986	-0.00600	-0.00104	-0.00199	0.01627	-0.00665	-0.00538	-0.00816	0.00531	0.00114	0.00221	(And (Member $e0 conduct) (Past $e0))
p204524	-0.00494	0.01505	-0.01146	0.01285	-0.00131	-0.00910	-0.00330	0.00704	0.00310	0.00943	0.00264	-0.00910	-0.01273	0.00793	0.00744	0.00806	(And (Member $e0 decide) (Past $e0))
p204525	-0.00188	0.00831	0.00540	-0.02439	0.02929	-0.00294	-0.00608	-0.01285	-0.01780	0.01474	0.00952	-0.00844	0.01122	-0.01012	-0.00365	0.00404	(And (Member $e0 die) (Patient $e0 $x0))
p204526	0.00645	-0.00689	0.01461	-0.02744	0.04637	-0.01988	-0.00795	-0.02131	-0.01563	0.02779	-0.01632	-0.00913	0.00791	-0.00802	0.01465	0.01438	(And (Member $e0 direct) (Past $e0))
p204527	0.04145	0.00712	-0.01188	0.01381	-0.00856	0.00245	-0.00073	0.00904	-0.00657	0.00852	-0.00037	0.00259	-0.01022	-0.00762	-0.03017	-0.01914	(And (Member $e0 discover) (Past $e0))
p204528	0.04145	0.00708	-0.01188	0.01381	-0.00857	0.00245	-0.00075	0.00909	-0.00655	0.00853	-0.00037	0.00259	-0.01025	-0.00759	-0.03024	-0.01913	(And (Member $e0 discover) (Theme $e0 $x0))
p204529	-0.00666	0.00334	-0.01109	0.00204	0.01442	0.01207	-0.00400	-0.00546	-0.01473	-0.00430	0.01774	-0.00214	0.01432	-0.01105	-0.02106	-0.00588	(And (Member $e0 do) (Patient $e0 $x0))
p204530	-0.01182	-0.02588	0.01773	0.01513	-0.01152	-0.00657	-0.00796	-0.03242	0.00094	0.00095	-0.01943	0.03632	0.00109	0.00137	0.01709	-0.00440	(And (Member $e0 jump) (Past $e0))
p204531	-0.00279	-0.00369	-0.00147	-0.01101	0.01540	-0.00508	-0.00363	-0.00505	-0.00915	0.01235	-0.00559	-0.00250	0.00726	-0.00695	-0.01812	0.00503	(And (Member $e0 open) (Past $e0))
p204532	0.01901	-0.01991	-0.00309	0.01064	-0.00567	0.00450	0.01376	-0.00432	-0.01329	0.00523	-0.01111	0.01791	0.00490	-0.00695	-0.01769	-0.01313	(And (Member $e0 pass) (Past $e0))
p204533	0.02060	0.00305	0.00431	-0.01238	0.00417	-0.00113	-0.00583	-0.01469	-0.00921	0.00715	-0.00602	-0.01016	-0.01890	0.01938	-0.01265	0.00888	(And (Member $e0 play) (Theme $e0 $x0))
p204534	0.00080	0.03387	0.01845	0.00667	-0.00864	0.00408	-0.01077	-0.02681	0.00375	0.00828	-0.00916	-0.00504	-0.02448	0.00383	0.03595	-0.01686	(And (Member $e0 replace) (Past $e0))
p204535	0.01641	0.00587	0.00069	-0.01600	-0.00050	0.01138	-0.00301	-0.01881	-0.01571	-0.00563	-0.00250	-0.00923	-0.01273	0.01496	-0.02484	0.01154	(And (Member $e0 require) (Theme $e0 $x0))
p204536	0.00651	0.00565	-0.00064	0.00043	-0.00563	-0.00635	0.00977	0.01181	-0.00996	0.01597	-0.00467	-0.00749	-0.01172	0.01185	0.00638	-0.00115	(And (Member $e0 say) (Past $e0))
p204537	0.00404	-0.02304	0.00905	0.01489	-0.01214	-0.01307	-0.00778	0.00795	0.01542	0.01767	-0.01221	0.01990	-0.00861	-0.00234	0.00684	-0.00855	(And (Member $e0 speak) (Past $e0))
p204538	-0.04398	0.07187	-0.08328	0.05658	0.00428	0.00209	0.01639	0.00917	-0.03032	0.02377	0.03033	-0.03144	-0.03175	0.03516	-0.00206	0.03501	(And (Member $e0 stop) (Past $e0))
p204539	-0.01470	0.07454	0.06138	0.03220	-0.01807	-0.01433	-0.01403	-0.06627	0.01121	-0.00770	-0.00902	-0.00935	-0.02414	-0.00327	0.03638	-0.03638	(And (Member $e0 study) (Past $e0))
p204540	-0.02121	-0.02476	0.01311	-0.01089	-0.00799	0.01796	-0.02253	-0.04799	-0.00924	0.00034	0.00138	0.04682	-0.02653	0.03710	0.01921	0.00642	(And (Member $e0 swim) (Ongoing $e0))
p204541	-0.01491	-0.00993	-0.00048	-0.00157	0.00016	-0.00239	-0.01527	-0.01786	0.00679	0.00595	-0.01094	0.03936	-0.02215	0.02037	0.00093	0.02313	(And (Member $e0 try) (Ongoing $e0))
p204542	-0.01662	0.01270	-0.03807	-0.01154	0.00300	0.07771	0.02658	-0.01691	0.11984	0.01900	-0.00484	-0.00654	-0.03583	-0.00688	0.00218	-0.00632	(And (Member $e0 turn) (Result $e0 $e1))
p204543	0.00471	0.00456	-0.00048	-0.00575	0.00403	0.00097	-0.00432	0.00091	0.00580	-0.00356	-0.00085	-0.00162	-0.00149	-0.00402	0.00447	0.00175	(And (Member $e0 use) (To $e0 $e1))
p204544	-0.01187	-0.02485	0.01988	-0.01433	-0.00527	-0.00072	-0.02648	-0.01896	0.01249	0.01722	0.02645	0.04333	-0.02481	0.02953	0.00741	-0.00651	(And (Member $e0 walk) (Ongoing $e0))
p204545	-0.00519	-0.02151	0.01348	0.01469	-0.01280	-0.02146	-0.00678	0.01037	0.02446	0.03103	-0.01147	-0.00802	-0.01070	0.00153	0.02609	0.00787	(And (Member $e0 want) (Past $e0))
p204546	0.02331	-0.00289	-0.00293	0.00750	-0.00796	0.00375	-0.00663	-0.01085	-0.00383	0.00747	-0.00518	-0.00240	-0.02002	0.00795	-0.02365	-0.00680	(And (Member $x0 emmy) (Theme $e0 $x0))
p204547	-0.01892	0.08972	0.07329	-0.00108	-0.02200	-0.00197	-0.00199	-0.08342	-0.00017	0.00979	-0.02815	-0.00908	-0.03682	0.00245	0.04650	-0.01601	(And (Member $x0 family) (Possession $x0 $x1))
p204548	-0.03302	-0.06839	0.03415	0.08000	0.03567	0.07053	-0.03293	0.41224	-0.03223	-0.01379	-0.01699	-0.03183	-0.16378	0.21852	-0.15684	-0.03623	(And (Member $x0 hotel) (Patient $e0 $x0))
p204549	-0.00655	-0.00613	-0.01014	0.01059	0.01614	-0.00133	-0.00186	-0.00899	-0.00870	-0.00117	-0.00475	0.00080	0.01403	-0.00915	-0.01238	0.00010	(And (Member $x0 tree) (Patient $e0 $x0))
p204550	0.02085	-0.00235	-0.01866	0.01251	-0.00979	0.01608	-0.00475	0.00610	-0.01091	0.00365	0.01447	0.00419	-0.00735	-0.00171	-0.03067	-0.01782	(And (Of $x0 $x1) (Theme $e0 $x0))
p204551	-0.00144	-0.00633	-0.00029	-0.00348	0.00602	-0.00395	0.01901	-0.00167	-0.00568	-0.01005	-0.00994	0.04719	0.00046	0.00453	-0.01515	-0.02129	(And (Ongoing $e0) (Probably $e0))
p204552	-0.01558	0.00291	-0.01958	0.01768	0.00378	-0.01045	0.00736	-0.00566	-0.01655	-0.00646	0.00060	0.04272	-0.01012	0.01838	-0.01394	0.00342	(And (Ongoing $e0) (Source $e0 $x0))
p204553	-0.01228	0.02781	-0.03992	-0.00576	0.02640	0.00474	0.00351	0.02082	-0.01880	-0.00875	0.00929	0.05274	-0.01294	0.01337	-0.02453	0.01218	(And (Ongoing $e0) (Theme $e0 $e1))
p204554	-0.01360	-0.01503	-0.00934	0.01082	-0.00530	0.00606	-0.00264	-0.01302	-0.00991	0.00599	-0.00699	0.00350	0.01461	-0.00673	-0.00428	0.00849	(And (Over $e0 $x0) (Past $e0))
p204555	-0.04513	0.08237	-0.08712	0.05982	0.00829	-0.00356	0.01933	0.00335	-0.02910	0.02418	0.01922	-0.03301	-0.03384	0.03561	0.01068	0.04139	(And (Past $e0) (Theme $e1 $e0))
p204556	-0.01014	-0.02010	-0.00040	0.03697	-0.00962	-0.00413	0.01559	-0.02267	-0.01280	0.00074	-0.01480	0.00016	0.02369	-0.00717	0.01289	-0.00957	(And (Past $e0) (TimeAtLeast $e0 (Year <num>)))
p204557	-0.00394	-0.01369	-0.00010	-0.00841	0.01994	-0.00400	0.00235	-0.00390	-0.01757	0.01095	-0.00550	-0.00304	0.02667	-0.01336	-0.02185	0.00204	(And (Patient $e0 $x0) (SubsetOf $x0 $x1))
p204558	-0.00900	0.00670	-0.02351	-0.01275	0.00993	0.05000	-0.00922	-0.01373	0.08754	0.00896	0.00058	0.00713	-0.02712	-0.00712	0.00122	-0.00302	(And (Patient $e0 $x0) (Time $e0 now))
p204559	0.02177	-0.01612	-0.06226	0.01216	0.13077	0.03277	-0.01170	-0.16619	-0.02805	-0.04893	-0.02335	-0.00442	0.03694	0.07308	0.64887	-0.01674	(And (Possession $x0 free_soil_party) (Theme $e0 $x0))
p204560	0.02152	-0.01581	-0.06258	0.01217	0.13066	0.03302	-0.01130	-0.16601	-0.02901	-0.04898	-0.02333	-0.00441	0.03701	0.07342	0.64790	-0.01690	(And (Possession $x0 republican_party) (Theme $e0 $x0))
p204561	0.00254	0.04482	-0.02707	0.00090	0.00453	0.00248	0.01401	-0.01134	-0.02494	0.00176	0.00886	-0.02026	-0.02049	0.02465	-0.00536	0.02061	(And (Theme $e0 $e1) (Theme $e1 $x0))
p204683	0.00290	-0.00685	0.00306	-0.01011	-0.00146	0.00670	-0.00342	-0.00748	-0.00544	-0.00210	-0.00382	-0.00584	-0.00663	0.00428	-0.00355	0.01505	(Agent $e0 jica)
p204684	0.00286	0.00962	-0.01087	-0.01162	-0.00371	0.01443	0.00548	-0.00054	-0.02118	0.00132	0.02307	-0.00988	-0.00663	0.01001	-0.01415	0.00376	(Also $x0 $e0)
p204685	-0.02710	0.07873	0.02131	0.00316	-0.03120	-0.00439	-0.00831	0.05905	0.00626	0.02304	-0.01453	0.03979	0.07168	-0.05093	0.01898	0.01021	(Also appear $e0)
p204686	-0.00886	-0.00687	0.00940	-0.01635	0.01212	0.00369	-0.00622	-0.08272	-0.01139	0.00272	-0.01231	-0.00486	0.00951	-0.00209	0.01282	0.01684	(Beneficiary $e0 $x0)
p204687	-0.01516	0.06654	0.04760	0.00387	-0.01803	-0.00018	0.03199	-0.05154	-0.02383	-0.00173	-0.02116	-0.02130	-0.02668	0.01647	-0.01214	-0.01306	(CoAgent $e0 $x0)
p204688	0.00025	-0.00051	0.00043	0.00079	-0.00080	-0.00243	-0.00181	0.00600	0.00402	-0.00317	0.00019	-0.00132	0.00087	-0.00480	0.00623	-0.00183	(Degree $x0 quantity excessive)
p204690	-0.00303	-0.00817	0.00338	-0.00472	0.00379	-0.00684	0.01192	0.00228	-0.01112	0.01201	-0.00825	-0.00446	0.00341	-0.00004	-0.00363	0.00235	(During $e0 $x0)
p204691	-0.00874	-0.00042	-0.00628	0.00192	-0.00346	0.00861	-0.00464	-0.00649	-0.00139	-0.00081	-0.00187	-0.00181	-0.00408	0.00226	0.00293	0.00966	(Every $e0 <num> day)
p204692	0.00885	-0.00188	0.00114	-0.00534	-0.00183	0.00234	-0.00330	-0.00240	-0.00322	0.00048	-0.00263	-0.00472	-0.00818	0.00512	-0.00463	0.00507	(For $x0 $e0)
p204693	-0.00753	0.00426	-0.01573	-0.00554	-0.00282	0.02178	0.02031	-0.00132	0.01319	-0.00645	-0.00361	0.01673	0.00699	0.01173	-0.02036	-0.01272	(GroupOf $x0 day)
p204694	-0.00169	-0.00244	0.00055	0.00401	-0.00440	-0.00471	-0.00103	-0.00563	0.00409	-0.00246	-0.00246	-0.00164	0.01442	0.00044	-0.00211	0.00155	(GroupOf $x0 friend)
p204695	-0.00502	0.01870	-0.02926	0.01959	0.00356	-0.01108	-0.00226	-0.00085	-0.00795	-0.00147	0.00559	0.00899	-0.00885	0.02401	-0.01128	0.01546	(GroupOf $x0 girl)
p204696	-0.00970	0.00447	-0.00410	-0.00762	-0.00124	0.01709	0.00797	-0.02305	0.03628	-0.00494	-0.00678	0.00564	0.00502	0.01912	-0.01904	0.00047	(GroupOf $x0 leaf)
p204697	0.00199	-0.01646	-0.00386	0.01817	-0.00046	0.00228	-0.00185	-0.00396	-0.00369	-0.00759	-0.00721	0.02390	0.01157	-0.00822	-0.01675	-0.01425	(GroupOf $x0 man)
p204698	-0.00276	-0.00923	0.00321	-0.00828	0.00262	0.00140	-0.00622	-0.00582	0.00072	-0.00350	-0.00499	0.00724	-0.00350	0.00108	-0.00124	0.01197	(GroupOf $x0 pupil)
p204699	0.01231	-0.01783	0.01027	-0.00332	-0.00502	0.00281	-0.00596	-0.01399	-0.00272	-0.00453	-0.01092	0.02323	-0.01048	0.00511	-0.01767	0.00045	(GroupOf $x0 scientist)
p204700	-0.00899	-0.01688	0.00226	0.00206	0.00183	0.00137	-0.00171	-0.01470	-0.01122	0.00148	-0.00735	0.00840	0.01676	-0.00470	-0.01525	0.00536	(GroupOf $x0 soldier)
p204701	0.03476	-0.02920	-0.11499	0.02122	0.23157	0.06682	-0.02229	-0.29151	-0.05603	-0.08776	-0.04109	-0.00642	0.06037	0.14537	1.13361	-0.03274	(GroupOf $x0 view)
p204702	-0.00299	-0.01595	0.00941	0.00339	-0.01514	-0.03193	-0.00350	-0.01067	0.04870	0.00646	-0.00763	-0.00713	0.06822	0.05213	-0.05330	0.01027	(Holder $e0 kristoffer)
p204703	-0.00154	-0.00443	0.00283	-0.00330	-0.00152	0.00047	-0.00295	0.00027	0.00093	-0.00194	-0.00241	-0.00358	-0.00224	-0.00058	0.00351	0.00726	(LocatedIn $x0 here)
p204704	0.03258	0.08540	0.05441	0.00640	-0.01770	-0.02067	0.00515	-0.04472	-0.00231	0.01502	-0.01726	-0.02444	-0.04153	0.00687	-0.00772	-0.02652	(Location $e0 japan)
p204705	-0.03302	-0.06838	0.03415	0.08000	0.03567	0.07053	-0.03293	0.41224	-0.03223	-0.01379	-0.01699	-0.03183	-0.16378	0.21852	-0.15684	-0.03623	(Location $e0 kazakhstan)
p204706	-0.00042	-0.00041	0.02818	0.02076	0.00771	0.01399	0.01385	-0.01317	-0.02004	-0.01794	0.05267	-0.02027	0.07233	-0.03842	-0.03463	-0.04922	(Manner $e0 directly)
p204707	-0.00442	-0.00083	-0.00621	0.00287	-0.00477	0.00271	0.00869	-0.00421	-0.01191	0.00617	-0.00593	-0.00496	-0.00435	0.00922	0.00938	0.01067	(Manner $e0 immediately)
p204708	-0.00814	0.03267	-0.02410	0.00699	0.01105	-0.00120	-0.00088	0.00435	-0.00651	-0.00675	0.01098	0.00614	-0.00869	0.00670	0.00227	0.00113	(Manner $e0 often)
p204709	-0.00872	-0.01251	0.00352	0.00644	-0.00787	0.00217	-0.00318	-0.01166	-0.00337	0.00466	-0.00783	-0.00286	0.00122	-0.00097	0.00574	0.01202	(Member $e0 arrive)
p204710	0.03171	0.02062	0.00737	-0.04340	-0.00593	-0.00229	0.00837	0.12406	-0.00088	0.01426	0.00168	0.02985	0.04786	-0.04212	-0.00282	0.02072	(Member $e0 avoid)
p204711	-0.01791	0.00819	-0.04029	-0.01763	0.00267	0.09414	-0.01275	-0.01916	0.16541	0.01850	0.00107	0.01416	-0.04818	-0.00743	0.00366	-0.00640	(Member $e0 bad)
p204712	0.00475	-0.00848	0.00201	0.01283	-0.00752	-0.00849	-0.00487	-0.01733	0.00499	0.01295	-0.00903	-0.00462	-0.00057	-0.00340	0.02375	0.00966	(Member $e0 bring)
p204713	0.04057	0.01879	0.00634	-0.00167	-0.00445	-0.01662	-0.00663	-0.00844	0.00330	0.01687	-0.00451	-0.01016	-0.02195	0.00606	-0.00271	-0.00761	(Member $e0 buy)
p204714	0.00777	-0.00216	0.00285	-0.00350	0.00722	-0.00986	-0.00600	-0.00105	-0.00199	0.01627	-0.00665	-0.00538	-0.00815	0.00530	0.00115	0.00221	(Member $e0 conduct)
p204715	0.00085	-0.00141	0.03456	-0.01074	0.00882	0.00177	-0.00501	-0.11976	0.00389	-0.01215	-0.01261	-0.01079	-0.00092	-0.02008	0.03507	-0.00351	(Member $e0 connect)
p204716	0.00447	0.00186	0.00219	-0.00061	-0.00034	-0.00311	-0.00202	0.00238	0.00273	-0.00401	-0.00040	-0.00299	-0.00182	-0.00137	0.00196	-0.00187	(Member $e0 consider)
p204717	0.00589	-0.00037	-0.00989	0.00300	0.00877	0.00437	-0.00150	-0.00105	-0.00911	-0.00305	-0.00138	0.00373	0.00360	-0.00898	-0.02425	-0.00742	(Member $e0 cover)
p204718	-0.04031	0.06483	-0.07262	0.05992	0.00377	-0.01152	-0.00200	0.01326	-0.00948	0.01523	0.03170	0.00229	-0.03853	0.04243	-0.00831	0.02719	(Member $e0 cry)
p204719	-0.00500	0.01504	-0.01150	0.01288	-0.00128	-0.00909	-0.00334	0.00678	0.00307	0.00943	0.00259	-0.00910	-0.01281	0.00801	0.00766	0.00811	(Member $e0 decide)
p204720	-0.00187	0.00828	0.00552	-0.02441	0.02931	-0.00301	-0.00609	-0.01314	-0.01778	0.01472	0.00948	-0.00846	0.01123	-0.01012	-0.00340	0.00404	(Member $e0 die)
p204721	0.04146	0.00717	-0.01190	0.01381	-0.00854	0.00244	-0.00070	0.00900	-0.00660	0.00850	-0.00037	0.00260	-0.01019	-0.00764	-0.03009	-0.01916	(Member $e0 discover)
p204722	-0.01236	-0.02149	0.01441	-0.00695	-0.01149	0.01429	-0.01359	-0.03050	-0.00757	0.00222	0.01482	0.00427	-0.00891	0.00836	0.00408	0.01717	(Member $e0 fly)
p204723	-0.00119	-0.00296	-0.00013	0.00052	-0.00378	-0.00124	0.02384	0.00748	-0.01164	-0.00127	-0.00520	-0.00308	0.00467	-0.00157	0.00368	-0.00488	(Member $e0 good)
p204724	-0.00507	0.00203	-0.00397	0.00344	0.00232	-0.00838	-0.00657	0.00031	0.00564	0.00771	0.00549	0.01756	-0.00877	0.00334	0.01614	-0.00185	(Member $e0 happen)
p204725	0.00215	-0.00747	-0.00209	-0.02119	0.02585	-0.00075	-0.00395	-0.01191	-0.01777	0.01148	-0.00687	-0.00640	0.00625	0.00099	-0.00916	0.01677	(Member $e0 hold)
p204726	-0.00310	-0.00488	-0.00100	-0.00912	0.01036	-0.00300	-0.00585	-0.00043	-0.00657	0.00810	0.00497	0.00769	0.00330	-0.00230	-0.01679	-0.00110	(Member $e0 increase)
p204727	-0.01167	-0.02591	0.01810	0.01506	-0.01152	-0.00676	-0.00786	-0.03280	0.00100	0.00089	-0.01947	0.03624	0.00137	0.00108	0.01759	-0.00456	(Member $e0 jump)
p204728	-0.00019	-0.01395	0.01409	0.00106	-0.00654	-0.01176	-0.00772	-0.00651	0.01145	0.01289	-0.00977	0.00294	-0.01285	0.00930	0.00837	0.00907	(Member $e0 lose)
p204729	-0.01641	-0.03483	0.03750	-0.04276	-0.00493	0.03814	-0.02185	-0.05782	-0.00232	0.01238	-0.02465	-0.00789	-0.03850	0.02738	0.08063	0.06528	(Member $e0 move)
p204730	0.01909	-0.01995	-0.00299	0.01059	-0.00568	0.00443	0.01383	-0.00426	-0.01328	0.00523	-0.01111	0.01791	0.00508	-0.00711	-0.01763	-0.01315	(Member $e0 pass)
p204731	-0.00721	-0.00510	-0.00475	-0.00144	-0.00568	0.00734	0.01567	0.00335	-0.00563	-0.00053	-0.00711	0.01344	-0.00377	0.00720	0.00180	-0.00973	(Member $e0 ready)
p204732	0.00080	0.03389	0.01843	0.00671	-0.00863	0.00407	-0.01077	-0.02683	0.00376	0.00826	-0.00916	-0.00504	-0.02450	0.00383	0.03599	-0.01687	(Member $e0 replace)
p204733	0.01641	0.00587	0.00069	-0.01600	-0.00051	0.01138	-0.00301	-0.01879	-0.01571	-0.00563	-0.00250	-0.00923	-0.01272	0.01495	-0.02488	0.01154	(Member $e0 require)
p204734	0.01742	0.06716	0.03619	0.02039	-0.01463	0.01953	-0.01187	-0.04086	0.00410	-0.00854	-0.01138	0.00318	-0.03034	-0.01870	-0.00308	-0.04545	(Member $e0 spend)
p204735	0.00989	0.01785	0.02180	-0.00961	-0.00221	-0.00078	-0.00383	-0.01051	-0.00077	-0.00620	-0.00486	-0.00985	-0.01521	0.00556	-0.00768	-0.00082	(Member $e0 tell)
p204736	-0.00586	0.00215	-0.00397	0.01137	-0.00469	-0.00903	-0.00354	0.01232	0.00737	0.01145	-0.00122	-0.00534	-0.00806	0.00244	0.00555	0.00421	(Member $e0 war)
p204737	0.00967	-0.01136	-0.01433	0.02006	-0.00992	0.01276	0.00067	0.00552	-0.00795	-0.00387	-0.00167	0.00918	0.00660	-0.01238	-0.02719	-0.01365	(Member $e0 welcome)
p204738	0.00073	0.00248	0.00251	-0.00050	-0.00104	-0.00296	-0.00172	0.00705	0.00421	-0.00300	-0.00078	-0.00152	0.00051	-0.00537	0.00617	-0.00164	(Member $x0 beauty)
